start_ms,end_ms,duration_ms,start_time,end_time
1770843607000,1770844052000,445000,2026-02-11 21:00:07,2026-02-11 21:07:32
1770844059000,1770844078000,19000,2026-02-11 21:07:39,2026-02-11 21:07:58
1770844084000,1770844276000,192000,2026-02-11 21:08:04,2026-02-11 21:11:16
1770844284000,1770844302000,18000,2026-02-11 21:11:24,2026-02-11 21:11:42
1770844309000,1770844324000,15000,2026-02-11 21:11:49,2026-02-11 21:12:04
1770844329000,1770844379000,50000,2026-02-11 21:12:09,2026-02-11 21:12:59
1770844384000,1770845020000,636000,2026-02-11 21:13:04,2026-02-11 21:23:40
1770845024000,1770846918000,1894000,2026-02-11 21:23:44,2026-02-11 21:55:18
1770846930000,1770848161000,1231000,2026-02-11 21:55:30,2026-02-11 22:16:01
1770848165000,1770848402000,237000,2026-02-11 22:16:05,2026-02-11 22:20:02
1770848407000,1770848626000,219000,2026-02-11 22:20:07,2026-02-11 22:23:46
1770848636000,1770848704000,68000,2026-02-11 22:23:56,2026-02-11 22:25:04
1770848714000,1770848715000,1000,2026-02-11 22:25:14,2026-02-11 22:25:15
1770848724000,1770848790000,66000,2026-02-11 22:25:24,2026-02-11 22:26:30
1770848797000,1770848848000,51000,2026-02-11 22:26:37,2026-02-11 22:27:28
1770848858000,1770848874000,16000,2026-02-11 22:27:38,2026-02-11 22:27:54
1770848878000,1770848919000,41000,2026-02-11 22:27:58,2026-02-11 22:28:39
1770848931000,1770849036000,105000,2026-02-11 22:28:51,2026-02-11 22:30:36
1770849042000,1770849121000,79000,2026-02-11 22:30:42,2026-02-11 22:32:01
1770849126000,1770849135000,9000,2026-02-11 22:32:06,2026-02-11 22:32:15
1770849144000,1770849145000,1000,2026-02-11 22:32:24,2026-02-11 22:32:25
1770849152000,1770849257000,105000,2026-02-11 22:32:32,2026-02-11 22:34:17
1770849262000,1770849298000,36000,2026-02-11 22:34:22,2026-02-11 22:34:58
1770849304000,1770849324000,20000,2026-02-11 22:35:04,2026-02-11 22:35:24
1770850357000,1770850388000,31000,2026-02-11 22:52:37,2026-02-11 22:53:08
1770850391000,1770850468000,77000,2026-02-11 22:53:11,2026-02-11 22:54:28
1770851514000,1770851613000,99000,2026-02-11 23:11:54,2026-02-11 23:13:33
1770855924000,1770856007000,83000,2026-02-12 00:25:24,2026-02-12 00:26:47
