,level_0,index,start,complete,read_bytes,write_bytes,rss,vmem,rchar,wchar,CPU_energy_consumption,DRAM_energy_consumption,energy_consumption,wf_duration,avg_cpu_wf,avg_power_wf
0,0,0,2025-11-15 09:30:18.000,2025-11-15 20:05:11.000,3447.6400000000003,1013564.0920000001,7137540.4,26814678.4,8067858.438600001,2511895.0884000002,43447393.847963,7077149.20071,50524543.048673004,0 days 10:34:53,411.1636528882909,1326.3471779243694
