name;hash;path;type;size
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578808);051397fd7d6e67a2a4beed8277a5ebb9;/workspace/inputs/SRR16578808_1.fastq.gz;f;830376123
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578808);051397fd7d6e67a2a4beed8277a5ebb9;/workspace/inputs/SRR16578808_2.fastq.gz;f;886904934
NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa);5c83213f77a9b4fca22a721ccde60216;/workspace/inputs/ref/genes.gtf;f;916094160
NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa);5c83213f77a9b4fca22a721ccde60216;/workspace/inputs/ref/genome.fa;f;3147288982
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578807);2d77fabd959dbc8e0a2d7102695ba4ef;/workspace/inputs/SRR16578807_2.fastq.gz;f;1113459518
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578807);2d77fabd959dbc8e0a2d7102695ba4ef;/workspace/inputs/SRR16578807_1.fastq.gz;f;1046994366
NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);21d54631853a7088beddf06b42b5d05f;/workspace/inputs/ref/genome.fa;f;3147288982
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578809);8f3c6dbc60f119c255290c0bd54b46b5;/workspace/inputs/SRR16578809_1.fastq.gz;f;1244627423
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578809);8f3c6dbc60f119c255290c0bd54b46b5;/workspace/inputs/SRR16578809_2.fastq.gz;f;1320966363
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578810);5aff95bb090644e12e6b24b5f42f1ee6;/workspace/inputs/SRR16578810_2.fastq.gz;f;1288576582
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578810);5aff95bb090644e12e6b24b5f42f1ee6;/workspace/inputs/SRR16578810_1.fastq.gz;f;1206937952
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578811);f01ac8bccd695f3d93afd9ea02cc5bda;/workspace/inputs/SRR16578811_1.fastq.gz;f;1285654101
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578811);f01ac8bccd695f3d93afd9ea02cc5bda;/workspace/inputs/SRR16578811_2.fastq.gz;f;1368209088
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578812);2e276d07900b139b397a074d4a10f1f8;/workspace/inputs/SRR16578812_1.fastq.gz;f;1429185280
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578812);2e276d07900b139b397a074d4a10f1f8;/workspace/inputs/SRR16578812_2.fastq.gz;f;1525904066
NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa);1f1db76303e5e3894e93bf7b565cd78a;/workspace/work/5c/83213f77a9b4fca22a721ccde60216/genes.filtered.gtf;f;838278262
NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa);1f1db76303e5e3894e93bf7b565cd78a;/workspace/inputs/ref/genome.fa;f;3147288982
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578808);2c9456c43ad5fe7a61086119484597db;/workspace/inputs/SRR16578808_1.fastq.gz;f;830376123
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578808);2c9456c43ad5fe7a61086119484597db;/workspace/inputs/SRR16578808_2.fastq.gz;f;886904934
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578808);b5a9480f12f5f242e3266c2b69088be7;/workspace/inputs/SRR16578808_1.fastq.gz;f;830376123
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578808);b5a9480f12f5f242e3266c2b69088be7;/workspace/inputs/SRR16578808_2.fastq.gz;f;886904934
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578807);b73dbc966a0aed2138a0724bc942520b;/workspace/inputs/SRR16578807_2.fastq.gz;f;1113459518
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578807);b73dbc966a0aed2138a0724bc942520b;/workspace/inputs/SRR16578807_1.fastq.gz;f;1046994366
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578807);f111483e3695d0d08083e72d0f7e06f7;/workspace/inputs/SRR16578807_2.fastq.gz;f;1113459518
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578807);f111483e3695d0d08083e72d0f7e06f7;/workspace/inputs/SRR16578807_1.fastq.gz;f;1046994366
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578810);f931763b950f464b46ca901c7da9a8f6;/workspace/inputs/SRR16578810_2.fastq.gz;f;1288576582
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578810);f931763b950f464b46ca901c7da9a8f6;/workspace/inputs/SRR16578810_1.fastq.gz;f;1206937952
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578810);b6c87f2121c64d0af3866b815d01fd99;/workspace/inputs/SRR16578810_2.fastq.gz;f;1288576582
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578810);b6c87f2121c64d0af3866b815d01fd99;/workspace/inputs/SRR16578810_1.fastq.gz;f;1206937952
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578809);f8c93221c97275d34403dffb01efafda;/workspace/inputs/SRR16578809_1.fastq.gz;f;1244627423
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578809);f8c93221c97275d34403dffb01efafda;/workspace/inputs/SRR16578809_2.fastq.gz;f;1320966363
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578809);289ca83b7dc212a0c33012e5b9ce9991;/workspace/inputs/SRR16578809_1.fastq.gz;f;1244627423
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578809);289ca83b7dc212a0c33012e5b9ce9991;/workspace/inputs/SRR16578809_2.fastq.gz;f;1320966363
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578811);55b43e0126cf1aee014f2feada5b8e79;/workspace/inputs/SRR16578811_1.fastq.gz;f;1285654101
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578811);55b43e0126cf1aee014f2feada5b8e79;/workspace/inputs/SRR16578811_2.fastq.gz;f;1368209088
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578811);2cffc8881e849d1b8589a0a08ec14a14;/workspace/inputs/SRR16578811_1.fastq.gz;f;1285654101
