task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);21d54631853a7088beddf06b42b5d05f;1;3147288982;3;1094;30
NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa);5c83213f77a9b4fca22a721ccde60216;2;4063383142;2;838278323;45
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578807);2d77fabd959dbc8e0a2d7102695ba4ef;2;2160453884;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578808);051397fd7d6e67a2a4beed8277a5ebb9;2;1717281057;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578809);8f3c6dbc60f119c255290c0bd54b46b5;2;2565593786;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578810);5aff95bb090644e12e6b24b5f42f1ee6;2;2495514534;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578811);f01ac8bccd695f3d93afd9ea02cc5bda;2;2653863189;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578812);2e276d07900b139b397a074d4a10f1f8;2;2955089346;2;1540;0
NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa);1f1db76303e5e3894e93bf7b565cd78a;2;3985567244;3;4709423999;6
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578808);b5a9480f12f5f242e3266c2b69088be7;2;1717281057;9;1599948353;3
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578808);2c9456c43ad5fe7a61086119484597db;2;1717281057;5;1900334;1
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578807);f111483e3695d0d08083e72d0f7e06f7;2;2160453884;9;2012999361;3
