task_id,hostname,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,cpu_model
1,gpgnode-14,nf-94afe80e3586e5cfb75dfe4f6fae5a1d-f830f,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,samplesheet_full.csv,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.8.3,1,14400000,-,6442450944,1,1770805447435,1770805448000,1770805452000,4565,3000,-,2.9,0.0,3518464,31223808,3518464,31227904,680117,1063,242,17,6066176,12288,37,16,/workspace/work/94/afe80e3586e5cfb75dfe4f6fae5a1d,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
2,gpgnode-13,nf-fda5e4253c5f6f9acfb882528dfc70ff-341b5,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R1,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1770805541949,1770805543000,1770805873000,331051,329000,-,63.5,1.9,1309589504,4776779776,1314918400,4839698432,2355331536,1940915,4566519,5840,53395456,3051520,159,23,/workspace/work/fd/a5e4253c5f6f9acfb882528dfc70ff,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
8,gpgnode-18,nf-61cd53edafbb93b66b4239d7811acc31-3ca47,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1770805877296,1770805899000,1770805990000,112704,37000,-,44.5,0.0,6332416,12550144,6332416,12554240,3147395643,5636,48248,19,0,12288,263,2125,/workspace/work/61/cd53edafbb93b66b4239d7811acc31,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
5,gpgnode-13,nf-65f3979f68b6b3029e6e94bb29be39cf-4f33d,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1770805997861,1770805998000,1770806016000,18139,17000,-,88.1,0.0,6209536,12550144,6209536,12554240,3147395658,5645,48248,19,8482816,12288,54,1647,/workspace/work/65/f3979f68b6b3029e6e94bb29be39cf,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
4,gpgnode-13,nf-dad8fe6404137760ec5a0d761648b438-4429f,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.13--h8c37831_0,6,28800000,-,45097156608,1,1770806021038,1770806028000,1770806045000,23962,17000,-,100.0,0.0,4763648,12427264,4763648,12431360,3147399516,5814,48258,20,0,16384,2,1511,/workspace/work/da/d8fe6404137760ec5a0d761648b438,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
11,gpgnode-18,nf-9f71c5b34b086e6f2475bbe03100c08f-27177,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1770806051007,1770806057000,1770806075000,23993,18000,-,88.4,0.0,6287360,12550144,6287360,12554240,3147395643,5636,48248,19,0,12288,97,1897,/workspace/work/9f/71c5b34b086e6f2475bbe03100c08f,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
16,gpgnode-13,nf-92dc469a4cde89a58d88cdae0d58ffa9-c65b2,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1770806082587,1770806083000,1770806098000,15413,15000,-,99.9,0.0,6193152,12550144,6193152,12554240,3147395639,5633,48248,19,0,12288,2,1015,/workspace/work/92/dc469a4cde89a58d88cdae0d58ffa9,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
18,gpgnode-18,nf-9b71131c0f5d0294f0caecd156aef59c-53f20,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1770806100985,1770806104000,1770806120000,19015,15000,-,98.4,0.0,6430720,12550144,6430720,12554240,3147395641,5636,48248,19,4194304,12288,8,994,/workspace/work/9b/71131c0f5d0294f0caecd156aef59c,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
17,gpgnode-13,nf-7a04762b3230b7995b35d2a3642d9c53-0b28d,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1770806127723,1770806129000,1770806144000,16277,15000,-,100.0,0.0,6299648,12550144,6299648,12554240,3147395639,5634,48248,19,0,12288,1,1015,/workspace/work/7a/04762b3230b7995b35d2a3642d9c53,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
7,gpgnode-14,nf-8822b203c5a0274d4a48a6961cc42ee5-ef5c5,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1770805536075,1770805537000,1770806144000,607925,389000,-,52.4,2.5,1698115584,4915802112,1698115584,4939964416,2388070920,2038344,4630450,6027,51478528,3076096,126,1,/workspace/work/88/22b203c5a0274d4a48a6961cc42ee5,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
