task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv);94afe80e3586e5cfb75dfe4f6fae5a1d;1;634;2;748;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1);fda5e4253c5f6f9acfb882528dfc70ff;1;2334523613;3;1009536;1
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R1);8f6a5c3cdf9ae568f720fd55c484b389;1;2334523613;18;3018793;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa);dad8fe6404137760ec5a0d761648b438;1;3147288982;2;379;37
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);65f3979f68b6b3029e6e94bb29be39cf;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R2);ce2e9de6fdd497f413c962fed079f1c5;1;2367200158;18;3125940;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2);8822b203c5a0274d4a48a6961cc42ee5;1;2367200158;3;1062019;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);61cd53edafbb93b66b4239d7811acc31;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R3);ea8d376bc2084ca3f48fa008d2979a89;1;1085409224;18;2986477;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3);27de352714a335c533ab21b9592abfb4;1;1085409224;3;1182255;0
NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa);9f71c5b34b086e6f2475bbe03100c08f;1;3147288982;2;792;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R1);765ea5718f9962f8b79c5a264a04d449;1;1428166894;3;1090546;0
NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R1);653e7fde91eced663668478fd5a32361;1;1428166894;18;3045691;0
