test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,46.78,10.87,36.30
CPUStress,32,10,55.00,11.00,36.70
CPUStress,32,20,63.10,10.95,38.50
CPUStress,32,30,69.83,10.99,39.80
CPUStress,32,40,75.05,10.76,40.40
CPUStress,32,50,81.74,10.95,42.20
CPUStress,32,60,85.92,10.87,43.30
CPUStress,32,70,93.19,11.30,44.40
CPUStress,32,80,94.17,11.20,45.50
CPUStress,32,90,95.31,11.01,46.50
CPUStress,32,100,96.35,11.00,47.60
ipsec,32,100,104.00,10.46,48.60
VMStress,32,100,91.18,32.66,46.20
maximize,32,100,95.82,16.55,48.20
