test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,47.33,10.86,43.30
CPUStress,32,10,61.85,10.96,42.70
CPUStress,32,20,71.47,10.98,43.10
CPUStress,32,30,80.16,11.17,43.60
CPUStress,32,40,87.41,11.30,46.30
CPUStress,32,50,95.53,11.47,46.20
CPUStress,32,60,98.63,11.23,47.20
CPUStress,32,70,102.89,11.25,49.10
CPUStress,32,80,107.78,11.36,49.70
CPUStress,32,90,110.59,11.18,50.70
CPUStress,32,100,112.27,11.13,51.40
ipsec,32,100,121.20,10.62,52.20
VMStress,32,100,103.63,33.65,50.00
maximize,32,100,112.24,17.86,52.10
