test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,49.62,10.85,42.70
CPUStress,32,10,62.00,10.98,42.30
CPUStress,32,20,71.06,11.00,42.50
CPUStress,32,30,80.19,11.17,43.20
CPUStress,32,40,88.23,11.25,44.20
CPUStress,32,50,94.75,11.43,45.40
CPUStress,32,60,99.72,11.31,46.60
CPUStress,32,70,105.02,11.48,47.90
CPUStress,32,80,106.81,11.35,49.10
CPUStress,32,90,109.62,11.24,50.10
CPUStress,32,100,112.29,11.29,51.00
ipsec,32,100,121.04,10.78,52.30
VMStress,32,100,103.29,33.58,49.00
maximize,32,100,111.39,17.94,51.60
