test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,47.23,10.44,41.70
CPUStress,32,10,60.36,10.48,42.20
CPUStress,32,20,71.58,10.55,42.20
CPUStress,32,30,80.28,10.67,42.70
CPUStress,32,40,87.20,10.69,43.40
CPUStress,32,50,92.88,10.64,44.60
CPUStress,32,60,99.97,10.85,46.40
CPUStress,32,70,103.96,10.95,47.20
CPUStress,32,80,106.69,10.88,48.20
CPUStress,32,90,110.30,10.86,49.70
CPUStress,32,100,111.98,10.81,50.80
ipsec,32,100,121.08,10.44,51.60
VMStress,32,100,103.97,31.82,49.50
maximize,32,100,110.56,17.32,51.60
