test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,49.67,10.93,43.50
CPUStress,32,10,61.57,10.99,42.90
CPUStress,32,20,72.34,11.08,43.10
CPUStress,32,30,80.06,11.09,43.30
CPUStress,32,40,87.62,11.11,45.00
CPUStress,32,50,93.09,11.07,45.70
CPUStress,32,60,99.25,11.31,47.60
CPUStress,32,70,102.98,11.29,49.10
CPUStress,32,80,108.16,11.34,50.10
CPUStress,32,90,111.48,11.41,51.50
CPUStress,32,100,111.96,11.24,51.80
ipsec,32,100,121.84,10.69,52.30
VMStress,32,100,103.52,33.22,49.70
maximize,32,100,110.85,17.49,52.20
