test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,46.94,10.87,42.10
CPUStress,32,10,55.38,10.97,41.80
CPUStress,32,20,63.78,11.02,42.40
CPUStress,32,30,71.13,11.11,42.20
CPUStress,32,40,76.73,11.08,42.60
CPUStress,32,50,81.63,11.10,43.80
CPUStress,32,60,86.88,11.28,44.50
CPUStress,32,70,89.55,11.19,46.10
CPUStress,32,80,92.82,11.14,47.20
CPUStress,32,90,96.63,11.35,48.10
CPUStress,32,100,96.97,11.18,48.40
ipsec,32,100,104.03,10.80,49.00
VMStress,32,100,91.59,33.03,46.90
maximize,32,100,96.09,16.62,49.00
