test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,46.80,10.40,31.70
CPUStress,32,10,60.29,10.49,34.00
CPUStress,32,20,71.05,10.64,36.40
CPUStress,32,30,79.02,10.65,37.60
CPUStress,32,40,87.43,10.70,39.30
CPUStress,32,50,94.17,10.88,41.60
CPUStress,32,60,98.61,10.80,43.20
CPUStress,32,70,103.75,10.83,44.10
CPUStress,32,80,106.76,10.77,46.30
CPUStress,32,90,109.61,10.78,47.70
CPUStress,32,100,112.02,10.84,48.70
ipsec,32,100,120.24,10.39,49.30
VMStress,32,100,103.38,32.48,47.30
maximize,32,100,110.88,18.12,49.70
