task_id,hostname,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,cpu_model
1,gpgnode-14,nf-e284ece0d4570350510e71fdeb5cae73-838e3,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,samplesheet_full.csv,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.8.3,1,14400000,-,6442450944,1,1770824903957,1770824905000,1770824906000,2043,0,-,19.2,0.0,2920448,11575296,2920448,11579392,680097,1049,242,17,9306112,12288,3,2,/workspace/work/e2/84ece0d4570350510e71fdeb5cae73,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
3,gpgnode-14,nf-839ace44fc1f7c3996383aae4cecbb43-bd466,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R1,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1770825103473,1770825104000,1770825446000,342527,335000,-,58.8,1.8,1244790784,4772585472,1245822976,4773769216,2355331474,1940903,4566519,5861,6094848,3031040,49,6,/workspace/work/83/9ace44fc1f7c3996383aae4cecbb43,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
6,gpgnode-18,nf-ad2576b9e937b98ff809bc7994830cc0-78977,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1770825099761,1770825101000,1770825441000,341239,338000,-,59.0,2.4,1628893184,4764860416,1628893184,4766208000,2388070474,2038344,4630448,5985,4096,2682880,18,14,/workspace/work/ad/2576b9e937b98ff809bc7994830cc0,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
8,gpgnode-13,nf-123563e05afc5c8952f4cce2eb0d7f2b-cc548,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1770825447391,1770825448000,1770825466000,18609,18000,-,84.1,0.0,4882432,12550144,4882432,12554240,3147395642,5633,48248,19,1150976,12288,79,1435,/workspace/work/12/3563e05afc5c8952f4cce2eb0d7f2b,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
5,gpgnode-18,nf-0660d717889212c0ba7e2b9217420bb7-9d8aa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.13--h8c37831_0,6,28800000,-,45097156608,1,1770825447243,1770825457000,1770825482000,34757,25000,-,68.1,0.0,4972544,12427264,4972544,12431360,3147399518,5816,48258,20,0,16384,148,2033,/workspace/work/06/60d717889212c0ba7e2b9217420bb7,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
4,gpgnode-13,nf-d6a59dfe1b6e762416542cb74a2c812b-c878f,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1770825471679,1770825472000,1770825487000,15321,15000,-,100.2,0.0,6287360,12550144,6287360,12554240,3147395640,5634,48248,19,0,12288,1,1012,/workspace/work/d6/a59dfe1b6e762416542cb74a2c812b,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
16,gpgnode-18,nf-5612762c78a825c103fb89f8bd2acd13-64139,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1770825486747,1770825488000,1770825504000,17253,16000,-,99.5,0.0,4911104,12550144,4911104,12554240,3147395643,5636,48248,19,0,12288,23,1015,/workspace/work/56/12762c78a825c103fb89f8bd2acd13,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
9,gpgnode-18,nf-36e3a8ef2b1d872f6d6965e909ca2f2b-1654c,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1770825491662,1770825493000,1770825509000,17338,16000,-,98.7,0.0,6242304,12550144,6242304,12554240,3147395642,5636,48248,19,0,12288,7,981,/workspace/work/36/e3a8ef2b1d872f6d6965e909ca2f2b,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
17,gpgnode-14,nf-791eba465ee0ec78d729875680f115a6-66323,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1770825506728,1770825507000,1770825528000,21272,20000,-,82.4,0.0,6172672,12550144,6172672,12554240,3147395597,5634,48248,19,4096,12288,141,1640,/workspace/work/79/1eba465ee0ec78d729875680f115a6,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
18,gpgnode-18,nf-a6b4cb58f8ce70d709a4e5d34bfc8587-ed68a,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1770825512023,1770825514000,1770825529000,16977,15000,-,99.5,0.0,4845568,12550144,4845568,12554240,3147395642,5636,48248,19,0,12288,7,1000,/workspace/work/a6/b4cb58f8ce70d709a4e5d34bfc8587,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
