task_id,hostname,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,cpu_model
2,gpgnode-14,nf-a1ccdbcde651444f817e6210803457ef-9e851,NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.21--h50ea8bc_0,1,14400000,-,6442450944,1,1769722110005,1769722111000,1769722149000,38995,38000,-,32.3,0.0,6299648,10977280,6299648,10977280,3147430140,5939,48278,20,20480,12288,16205,43225,/workspace/work/a1/ccdbcde651444f817e6210803457ef,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
1,gpgnode-14,nf-5cc1afef7eb2ca0296146d474011b752-2a2fa,NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER,genome.fa,NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,6442450944,1,1769722110156,1769722111000,1769722167000,56844,55000,-,45.7,0.0,20451328,33304576,20451328,33308672,4064514453,838278834,496344,220,2158592,838287360,14994,27678,/workspace/work/5c/c1afef7eb2ca0296146d474011b752,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
4,gpgnode-18,nf-f073a6db5ac2a45d0ff29b5892dba300-95236,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,SRR16578808,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578808),COMPLETED,0,-,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,2,14400000,-,12884901888,1,1769722110052,1769722118000,1769722193000,82948,73000,-,97.5,0.1,80330752,83746816,80330752,83746816,2547758415,1917,311211,29,0,12288,15,8460,/workspace/work/f0/73a6db5ac2a45d0ff29b5892dba300,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
3,gpgnode-16,nf-45618f503d57182a9cd2473c10061c99-3ed51,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,SRR16578807,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578807),COMPLETED,0,-,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,2,14400000,-,12884901888,1,1769722110103,1769722111000,1769722228000,117897,117000,-,79.7,0.1,80330752,83746816,80330752,83746816,3207549353,1912,391751,29,2420736,12288,89,42743,/workspace/work/45/618f503d57182a9cd2473c10061c99,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
5,gpgnode-14,nf-ff1468f1fc6bea6980ab4031c9f30d37-5045a,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,SRR16578809,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578809),COMPLETED,0,-,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,2,14400000,-,12884901888,1,1769722155139,1769722156000,1769722297000,141861,140000,-,77.6,0.1,80146432,83746816,80146432,83746816,3810322304,1912,465333,29,2465792,12288,46,10726,/workspace/work/ff/1468f1fc6bea6980ab4031c9f30d37,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
6,gpgnode-13,nf-adce06c3175c452068bf4ad069a2d929-26de3,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,SRR16578810,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578810),COMPLETED,0,-,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,2,14400000,-,12884901888,1,1769722169624,1769722171000,1769722300000,130376,129000,-,81.9,0.1,79818752,83746816,79818752,83746816,3702553614,1913,452177,29,2592768,12288,31,10483,/workspace/work/ad/ce06c3175c452068bf4ad069a2d929,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
7,gpgnode-18,nf-3f39a82c6ed937f13394bdeb5f6af6dc-e1477,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,SRR16578811,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578811),COMPLETED,0,-,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,2,14400000,-,12884901888,1,1769722202816,1769722205000,1769722321000,118184,115000,-,95.7,0.1,80306176,83746816,80306176,83746816,3939618527,1918,481116,29,0,12288,24,10884,/workspace/work/3f/39a82c6ed937f13394bdeb5f6af6dc,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
8,gpgnode-16,nf-b347779dc884ddf25385774488bb643c-32cce,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,SRR16578812,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578812),COMPLETED,0,-,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,2,14400000,-,12884901888,1,1769722237763,1769722239000,1769722405000,167237,152000,-,81.9,0.1,80211968,83881984,80211968,83881984,4384375730,1913,535408,29,0,12288,28,12682,/workspace/work/b3/47779dc884ddf25385774488bb643c,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
9,gpgnode-14,nf-a6da9589709d513519da82324df0d369-f7aa6,NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA,rsem/genome.fa,NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa),COMPLETED,0,-,community.wave.seqera.io/library/rsem_star:5acb4e8c03239c32,12,57600000,-,64424509440,1,1769722299844,1769722348000,1769722443000,143156,90966,-,76.1,1.7,1192013824,1519992832,1192013824,1519992832,4568188645,1562136149,522514,3206516,389120,1562152960,33,5636,/workspace/work/a6/da9589709d513519da82324df0d369,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
11,gpgnode-13,nf-cd702e03181af1c10d684f6558da0147-d7e1b,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,SRR16578808,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578808),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.12.1--hdfd78af_0,6,28800000,-,38654705664,1,1769722324610,1769722325000,1769722534000,209390,204000,-,127.2,10.1,6833070080,43220905984,6841114624,43274440704,1729629324,3718735,3364369,12830,16084992,4448256,66,3,/workspace/work/cd/702e03181af1c10d684f6558da0147,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
