,Id,Start timestamp,End timestamp,Cpu_count,Avg_cpu_usage,Memory,Hostname,duration,cpu_model
0,ichnos_cpu_low_mem_high_w01_t01,1782493403000,1782494028586,0.501118,48.491239,2159534080,hu-worker-c45,625586,Intel Xeon Silver 4314
1,ichnos_cpu_low_mem_high_w01_t02,1782493403000,1782494034240,0.501294,49.182397,2159575040,hu-worker-c44,631240,Intel Xeon Silver 4314
2,ichnos_cpu_low_mem_high_w01_t03,1782493403000,1782494023539,0.501154,49.41507,2159661056,hu-worker-c42,620539,Intel Xeon Silver 4314
3,ichnos_cpu_low_mem_high_w01_t04,1782493403000,1782494029315,0.501383,47.984129,2159628288,hu-worker-c40,626315,Intel Xeon Silver 4314
4,ichnos_cpu_low_mem_high_w02_t01,1782494036000,1782494662180,0.500735,49.65255,2159570944,hu-worker-c45,626180,Intel Xeon Silver 4314
5,ichnos_cpu_low_mem_high_w02_t02,1782494036000,1782494657132,0.500904,46.869649,2159620096,hu-worker-c42,621132,Intel Xeon Silver 4314
6,ichnos_cpu_low_mem_high_w02_t03,1782494036000,1782494649204,0.501704,48.243647,2159517696,hu-worker-c44,613204,Intel Xeon Silver 4314
7,ichnos_cpu_low_mem_high_w02_t04,1782494036000,1782494664355,0.50164,46.997112,2159521792,hu-worker-c40,628355,Intel Xeon Silver 4314
8,ichnos_cpu_low_mem_high_w03_t01,1782494667000,1782495290413,0.500987,47.687468,2159579136,hu-worker-c44,623413,Intel Xeon Silver 4314
9,ichnos_cpu_low_mem_high_w03_t02,1782494667000,1782495292706,0.500925,47.962705,2159591424,hu-worker-c40,625706,Intel Xeon Silver 4314
10,ichnos_cpu_low_mem_high_w03_t03,1782494667000,1782495295366,0.500996,45.652853,2159628288,hu-worker-c45,628366,Intel Xeon Silver 4314
11,ichnos_cpu_low_mem_high_w03_t04,1782494667000,1782495291561,0.501267,48.959959,2159542272,hu-worker-c42,624561,Intel Xeon Silver 4314
12,ichnos_cpu_low_mem_high_w04_t01,1782495297000,1782495923479,0.5015,47.498014,2159624192,hu-worker-c45,626479,Intel Xeon Silver 4314
13,ichnos_cpu_low_mem_high_w04_t02,1782495297000,1782495918469,0.501378,46.849628,2159546368,hu-worker-c44,621469,Intel Xeon Silver 4314
14,ichnos_cpu_low_mem_high_w04_t03,1782495297000,1782495924611,0.501488,47.441125,2159517696,hu-worker-c42,627611,Intel Xeon Silver 4314
15,ichnos_cpu_low_mem_high_w04_t04,1782495297000,1782495907093,0.501058,46.618891,2159525888,hu-worker-c40,610093,Intel Xeon Silver 4314
