task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa);a181ce816a7488dd15910008bc54dbf1;2;4063383142;2;838278323;45
NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);40a9a46f423dc150e90bb2da054cc43e;1;3147288982;3;1094;30
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578807);d82ab651ce1811e75d89162aa8febc5e;2;2160453884;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578808);3cf843505526a8f582617fe3d919aa87;2;1717281057;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578809);cc0e43da50872917b60df1f5922db31c;2;2565593786;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578810);9baa6e74a558bf21d6a291c50a825db7;2;2495514534;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578811);44149b070bf597ce5d242e7705d520b1;2;2653863189;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (SRR16578812);5c9afd38c9aed0c2dfad62a1948a8f2e;2;2955089346;2;1540;0
NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa);8a13063f46a2bd6834cc97032cbedf7c;2;3985567244;3;4709423999;6
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578808);02208a236cac36c56f7c7971b3b281a9;2;1717281057;9;1599948355;4
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578808);1dc3c0bb3740289e42be830143ca75da;2;1717281057;5;1900334;1
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578807);c9551fa9c45152398cf3d6d9c6359e91;2;2160453884;9;2012999361;3
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578807);3db9888883b49838a0c976cda6f39b79;2;2160453884;5;1902718;1
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578809);3287c76aabd99865d9f5b9b8d194d0b1;2;2565593786;9;2387291055;4
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578809);eeb0875196762fbc86f9cef206edb065;2;2565593786;5;1908767;1
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578810);8dc39c65a0371ea3ba8830a968e2a326;2;2495514534;5;1904627;1
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578810);a1e0d6bb6a89d78cd65fc70146449658;2;2495514534;9;2323737885;3
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578811);9c27f9c18efc70274063718422251c25;2;2653863189;9;2468622684;4
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578811);f10bdb0f92b862f3fb5a35a93e0e5060;2;2653863189;5;1901488;1
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (SRR16578812);cceaff20ea1c06a97a069cca02c9a9bf;2;2955089346;5;1900748;1
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (SRR16578812);578c463383bf33d74b7420bcec0b61d1;2;2955089346;9;2751530898;4
