start_ms,end_ms,duration_ms,start_time,end_time
1771603663000,1771603669000,6000,2026-02-20 16:07:43,2026-02-20 16:07:49
1771603826000,1771603830000,4000,2026-02-20 16:10:26,2026-02-20 16:10:30
1771603938000,1771604554000,616000,2026-02-20 16:12:18,2026-02-20 16:22:34
1771604929000,1771604985000,56000,2026-02-20 16:28:49,2026-02-20 16:29:45
1771604998000,1771605011000,13000,2026-02-20 16:29:58,2026-02-20 16:30:11
1771605090000,1771605148000,58000,2026-02-20 16:31:30,2026-02-20 16:32:28
1771605152000,1771605166000,14000,2026-02-20 16:32:32,2026-02-20 16:32:46
1771605715000,1771605769000,54000,2026-02-20 16:41:55,2026-02-20 16:42:49
1771605848000,1771605853000,5000,2026-02-20 16:44:08,2026-02-20 16:44:13
1771605868000,1771605959000,91000,2026-02-20 16:44:28,2026-02-20 16:45:59
1771605961000,1771605970000,9000,2026-02-20 16:46:01,2026-02-20 16:46:10
1771605995000,1771606024000,29000,2026-02-20 16:46:35,2026-02-20 16:47:04
1771606026000,1771606033000,7000,2026-02-20 16:47:06,2026-02-20 16:47:13
1771606042000,1771606044000,2000,2026-02-20 16:47:22,2026-02-20 16:47:24
1771606073000,1771606133000,60000,2026-02-20 16:47:53,2026-02-20 16:48:53
1771606137000,1771606185000,48000,2026-02-20 16:48:57,2026-02-20 16:49:45
1771606216000,1771606221000,5000,2026-02-20 16:50:16,2026-02-20 16:50:21
1771606226000,1771606264000,38000,2026-02-20 16:50:26,2026-02-20 16:51:04
1771606278000,1771606372000,94000,2026-02-20 16:51:18,2026-02-20 16:52:52
1771606380000,1771606388000,8000,2026-02-20 16:53:00,2026-02-20 16:53:08
1771606421000,1771606482000,61000,2026-02-20 16:53:41,2026-02-20 16:54:42
1771606488000,1771606606000,118000,2026-02-20 16:54:48,2026-02-20 16:56:46
1771607077000,1771607258000,181000,2026-02-20 17:04:37,2026-02-20 17:07:38
1771607322000,1771607337000,15000,2026-02-20 17:08:42,2026-02-20 17:08:57
1771607537000,1771607956000,419000,2026-02-20 17:12:17,2026-02-20 17:19:16
1771607957000,1771608233000,276000,2026-02-20 17:19:17,2026-02-20 17:23:53
1771608236000,1771608245000,9000,2026-02-20 17:23:56,2026-02-20 17:24:05
1771609563000,1771609596000,33000,2026-02-20 17:46:03,2026-02-20 17:46:36
1771609604000,1771610021000,417000,2026-02-20 17:46:44,2026-02-20 17:53:41
1771610036000,1771610117000,81000,2026-02-20 17:53:56,2026-02-20 17:55:17
1771610311000,1771610311000,0,2026-02-20 17:58:31,2026-02-20 17:58:31
