start_ms,end_ms,duration_ms,start_time,end_time
1771603631000,1771603793000,162000,2026-02-20 16:07:11,2026-02-20 16:09:53
1771603805000,1771603814000,9000,2026-02-20 16:10:05,2026-02-20 16:10:14
1771603815000,1771603844000,29000,2026-02-20 16:10:15,2026-02-20 16:10:44
1771604396000,1771604407000,11000,2026-02-20 16:19:56,2026-02-20 16:20:07
1771605122000,1771605126000,4000,2026-02-20 16:32:02,2026-02-20 16:32:06
1771605205000,1771605216000,11000,2026-02-20 16:33:25,2026-02-20 16:33:36
1771605235000,1771605685000,450000,2026-02-20 16:33:55,2026-02-20 16:41:25
1771605687000,1771605695000,8000,2026-02-20 16:41:27,2026-02-20 16:41:35
1771606398000,1771606402000,4000,2026-02-20 16:53:18,2026-02-20 16:53:22
1771606410000,1771606432000,22000,2026-02-20 16:53:30,2026-02-20 16:53:52
1771606438000,1771606442000,4000,2026-02-20 16:53:58,2026-02-20 16:54:02
1771607217000,1771607330000,113000,2026-02-20 17:06:57,2026-02-20 17:08:50
1771607602000,1771607626000,24000,2026-02-20 17:13:22,2026-02-20 17:13:46
1771608440000,1771609610000,1170000,2026-02-20 17:27:20,2026-02-20 17:46:50
1771609679000,1771609681000,2000,2026-02-20 17:47:59,2026-02-20 17:48:01
1771609691000,1771609724000,33000,2026-02-20 17:48:11,2026-02-20 17:48:44
1771609746000,1771609979000,233000,2026-02-20 17:49:06,2026-02-20 17:52:59
1771610049000,1771610051000,2000,2026-02-20 17:54:09,2026-02-20 17:54:11
1771610056000,1771610317000,261000,2026-02-20 17:54:16,2026-02-20 17:58:37
