timestamp,energy_1,energy_2
1770824891005,24277918486,55810554525
1770824892005,24301667060,55834103005
1770824893005,24325525430,55857586150
1770824894005,24350541012,55881273555
1770824895005,24374457302,55904845471
1770824896005,24398388620,55928349047
1770824897005,24422577448,55952045651
1770824898005,24447370798,55975670833
1770824899005,24472045837,55999459612
1770824900006,24496124410,56024332852
1770824901005,24520120606,56047888839
1770824902005,24543961704,56071419803
1770824903005,24567945358,56094957786
1770824904005,24593085369,56122707434
1770824905005,24617189179,56146512203
1770824906005,24641711791,56169995928
1770824907005,24665780600,56193759409
1770824908005,24690476268,56217389702
1770824909005,24715129488,56241020377
1770824910005,24739339677,56265715648
1770824911006,24763297666,56289291410
1770824912005,24787374409,56312685280
1770824913005,24811523215,56335995415
1770824914005,24836785886,56359401126
1770824915005,24860983624,56382765534
1770824916005,24885220698,56406036135
1770824917005,24909424570,56429677277
1770824918005,24934274222,56453207951
1770824919005,24959021401,56476814503
1770824920005,24983399886,56505071907
1770824921005,25007479619,56528504899
1770824922005,25031661642,56551834778
1770824923005,25055828238,56575208905
1770824924005,25081124324,56598744660
1770824925005,25105264250,56622104750
1770824926005,25129368701,56645565527
1770824927005,25153541889,56669194981
1770824928005,25177777452,56693320457
1770824929005,25202475592,56717005497
1770824930005,25227687744,56740703154
1770824931005,25251813800,56764166281
1770824932005,25275809004,56787496556
1770824933005,25299923632,56810857531
1770824934005,25325371138,56834643288
1770824935005,25349782443,56859391718
1770824936005,25373945027,56885790698
1770824937005,25398144322,56909456436
1770824938005,25422868003,56933089461
1770824939005,25447696675,56956841711
1770824940005,25471868124,56981390185
1770824941005,25495842333,57004877282
1770824942005,25519786377,57028339814
1770824943005,25543791224,57051675430
1770824944005,25568830090,57075158148
1770824945005,25592897617,57098625898
1770824946005,25617015602,57122066214
1770824947005,25641584338,57145707966
1770824948005,25666345173,57169328098
1770824949005,25690894151,57193044447
1770824950006,25714975563,57217679891
1770824951005,25739057798,57244927094
1770824952005,25763165087,57268795076
1770824953005,25787279547,57292141601
1770824954005,25812341392,57315678623
1770824955005,25836505121,57339093839
1770824956005,25860541750,57362543890
1770824957005,25885025469,57386160314
1770824958005,25909699379,57409733314
1770824959005,25934579303,57433541912
1770824960005,25958840408,57458353373
1770824961005,25982817180,57481891127
1770824962005,26007032007,57505253185
1770824963005,26031062564,57528567943
1770824964005,26056157381,57552025974
1770824965005,26080254326,57575451993
1770824966005,26105616005,57599059521
1770824967005,26136795255,57627088330
1770824968005,26166234697,57651074379
1770824969005,26192476488,57674865385
1770824970005,26218807310,57699623596
1770824971005,26245012285,57723297939
1770824972005,26270712539,57746822418
1770824973005,26296831870,57770285347
1770824974005,26323324885,57793918402
1770824975005,26349770783,57817371107
1770824976005,26376013933,57841028911
1770824977005,26401864860,57864726584
1770824978006,26427628588,57888645818
1770824979005,26452715014,57912464060
1770824980005,26477259475,57937099794
1770824981005,26501496167,57960698595
1770824982005,26526105872,57985769595
1770824983005,26551000657,58011750429
1770824984005,26576942125,58035234505
1770824985005,26602130581,58058805918
1770824986005,26626642665,58082325652
1770824987005,26651277743,58106047738
1770825022833,26676161634,58962165420
1770825041006,28028665298,59396588358
1770825042005,28053368778,59420022220
1770825043005,28077671293,59443542824
1770825044005,28103437127,59467107264
1770825045005,28128035510,59494804257
1770825046005,28152757208,59518350387
1770825047005,28177636995,59542191379
1770825048005,28202920492,59565950205
1770825049005,28228034886,59589738114
1770825050005,28252602677,59614557814
1770825051005,28277083024,59638104814
1770825052005,28301755271,59661518124
1770825053005,28326254919,59684924949
1770825069431,28351328330,60078177607
1770825070005,28751789584,60093098603
1770825071005,28777313411,60116582817
1770825072005,28802581025,60140446146
1770825073005,28828245545,60163913987
1770825074005,28854540984,60187356333
1770825075005,28880459749,60210937343
1770825076005,28906095020,60236697607
1770825077005,28931522736,60262390981
1770825078006,28958212228,60286437421
1770825079005,28984109662,60310845765
1770825080005,29010172996,60335707257
1770825081005,29035711226,60359159185
1770825082005,29060800856,60382941646
1770825083005,29085393563,60406344855
1770825084005,29111635858,60429879603
1770825086331,29136484549,60484652756
1770825087005,29186733827,60500568788
1770825088005,29211825043,60524991963
1770825089005,29237285229,60548784220
1770825090005,29262254686,60573736513
1770825091005,29286881983,60597226326
1770825092005,29312079334,60625506022
1770825093005,29336934967,60649070691
1770825094005,29362948805,60672707896
1770825095005,29387462201,60696384269
1770825096005,29412405109,60719852019
1770825097005,29437059550,60743529307
1770825098005,29462654891,60767596315
1770825099005,29488075985,60791478167
1770825100005,29512824187,60816601181
1770825101005,29538548656,60840760530
1770825102005,29564452422,60864976227
1770825103005,29594222931,60889045097
1770825104005,29620430332,60912890055
1770825105005,29645162420,60936819894
1770825106005,29669717333,60960526996
1770825107005,29694142767,60984385152
1770825108005,29719423656,61012576855
1770825109005,29744860161,61036451033
1770825110005,29769869152,61061234404
1770825111005,29801734188,61088254689
1770825112005,29832474923,61112337520
1770825113005,29865032596,61135926159
1770825114005,29895824247,61159570184
1770825115005,29921778929,61183181451
1770825122044,29946342463,61351203508
1770825123005,30130050431,61374155538
1770825124005,30158460842,61397837892
1770825125005,30182694055,61421466293
1770825126005,30207665100,61445096938
1770825127005,30232454391,61468833961
1770825128005,30258225778,61493571817
1770825129005,30282348035,61517720761
1770825130005,30307751354,61541542725
1770825131005,30331729881,61565062566
1770825132005,30355862178,61588981587
1770825133005,30380200061,61612726361
1770825134005,30405492989,61636590331
1770825135005,30429482974,61660268717
1770825136005,30453422807,61683756089
1770825145005,30682567359,61899183593
1770825146005,30706837512,61922511701
1770825152878,30731172389,62086102393
1770825153005,30879671744,62089324928
1770825154005,30905783553,62113043032
1770825155005,30935543153,62136606312
1770825156005,30962839928,62160147102
1770825157006,30993732542,62183675014
1770825158005,31020302182,62208318897
1770825159005,31045834522,62232488622
1770825160005,31071564836,62257053132
1770825161005,31097372568,62280512948
1770825162005,31122444056,62303869116
1770825163005,31147981370,62327338514
1770825164005,31178740567,62350893814
1770825165005,31209317615,62374386587
1770825166005,31240097609,62397659996
1770825167005,31270766341,62420928385
