timestamp,energy_1,energy_2
1770824891009,16196704644,20988653302
1770824892009,16199793977,20995914126
1770824893009,16202894982,21003247320
1770824894009,16205999238,21010519359
1770824895009,16209100212,21017816360
1770824896009,16212194092,21025096226
1770824897009,16215290948,21032430365
1770824898009,16218402512,21039782005
1770824899009,16221541799,21047097652
1770824900010,16224641798,21054494440
1770824901009,16227741048,21061796675
1770824902009,16230844999,21069049214
1770824903009,16233951573,21076393699
1770824904009,16237071468,21083870164
1770824905009,16240182284,21091213916
1770824906009,16243289484,21098573765
1770824907009,16246389635,21105871895
1770824908009,16249498300,21113195232
1770824909009,16252624878,21120472169
1770824910010,16255734642,21127843949
1770824911009,16258841231,21135150075
1770824912009,16261944053,21142436624
1770824913009,16265038558,21149822061
1770824914008,16268148077,21157227348
1770824915009,16271243285,21164608192
1770824916009,16274354483,21171903850
1770824917009,16277461744,21179244337
1770824918009,16280565389,21186559022
1770824919009,16283691936,21193786187
1770824920009,16286792636,21201180183
1770824921009,16289903086,21208458005
1770824922009,16292998019,21215733233
1770824923009,16296110117,21223022972
1770824924009,16299219011,21230338267
1770824925009,16302339241,21237603410
1770824926009,16305440201,21244880133
1770824927009,16308554176,21252135907
1770824928009,16311658874,21259494108
1770824929009,16314781835,21266884793
1770824930009,16317896146,21274217071
1770824931009,16321004368,21281563356
1770824932009,16324115932,21288856344
1770824933009,16327210880,21296146906
1770824934009,16330325831,21303477292
1770824935009,16333429903,21310794342
1770824936009,16336536981,21318208479
1770824937009,16339653230,21325476841
1770824938009,16342777915,21332798178
1770824939009,16345896376,21340129770
1770824940009,16348998999,21347575262
1770824941009,16352102857,21354882577
1770824942009,16355197866,21362150878
1770824943009,16358301161,21369457812
1770824944009,16361403036,21376729500
1770824945009,16364516431,21384016630
1770824946009,16367604573,21391508399
1770824947009,16370706830,21398782452
1770824948009,16373824634,21406097672
1770824949009,16376940104,21413410449
1770824950009,16380044192,21420702385
1770824951009,16383141734,21427993390
1770824952009,16386246233,21435266756
1770824953009,16389359598,21442544410
1770824954009,16392450441,21449820752
1770824955009,16395559060,21457099596
1770824956009,16398669388,21464422780
1770824957009,16401791557,21471765159
1770824958009,16404915281,21479037213
1770824959009,16408035176,21486388975
1770824960009,16411129300,21493767820
1770824961009,16414234227,21501069887
1770824962009,16417336850,21508399968
1770824963009,16420431416,21515678812
1770824964009,16423556728,21522962523
1770824965009,16426662036,21530214239
1770824966009,16429817787,21537526101
1770824967009,16433096731,21544910088
1770824968009,16436336187,21552373081
1770824969009,16439584631,21559692679
1770824970010,16442774468,21567035363
1770824971009,16446016473,21574340985
1770824972009,16449208218,21581590458
1770824973009,16452391723,21588858453
1770824974009,16455567325,21596162412
1770824975009,16458765463,21603419804
1770824976009,16462003760,21610707284
1770824977009,16465215614,21617978468
1770824978010,16468395321,21625348662
1770824979009,16471519869,21632649600
1770824980009,16474665123,21639988835
1770824981009,16477789900,21647245464
1770824982009,16480923420,21654539810
1770824983009,16484059351,21661819158
1770824984009,16487216796,21669077861
1770824985010,16490346319,21676359665
1770824986009,16493489955,21683644582
1770824987009,16496631638,21690961251
1770825040218,16609868855,22079262185
1770825041010,16667194366,22084999345
1770825042009,16670314535,22092256355
1770825043009,16673432569,22099524671
1770825044009,16676578326,22106815554
1770825045009,16679707726,22114098426
1770825046009,16682831436,22121358137
1770825047009,16685964788,22128595784
1770825048009,16689108699,22135899392
1770825049009,16692249238,22143159774
1770825050009,16695372337,22150427740
1770825051009,16698504270,22157687267
1770825052009,16701635364,22164956651
1770825053009,16704749186,22172242392
1770825069435,16756202031,22291923230
1770825070009,16758045564,22296166251
1770825071009,16761216741,22303427258
1770825072009,16764376794,22310726579
1770825073009,16767574673,22317993491
1770825074009,16770736558,22325295833
1770825075009,16773932437,22332551988
1770825076009,16777109275,22339833899
1770825077009,16780265057,22347130214
1770825078009,16783525905,22354467221
1770825079009,16786704924,22361789780
1770825080009,16789903764,22369160660
1770825081010,16793036354,22376411140
1770825082009,16796175580,22383696194
1770825083009,16799280049,22390963945
1770825084009,16802418360,22398227837
1770825086335,16809712936,22415075247
1770825087009,16811835308,22419994228
1770825088009,16815003937,22427349500
1770825089009,16818160619,22434698622
1770825090009,16821307490,22442085050
1770825091009,16824451858,22449382753
1770825092009,16827612431,22456852307
1770825093009,16830741786,22464454453
1770825094009,16833905471,22471851059
1770825095009,16837035528,22479132909
1770825096009,16840171215,22486447136
1770825097009,16843285876,22493895085
1770825098009,16846458960,22501385923
1770825099009,16849606060,22508836680
1770825100009,16852730929,22516262245
1770825101009,16855844507,22523736757
1770825102009,16858965851,22531163665
1770825103009,16862223571,22538580396
1770825104009,16865402637,22545999873
1770825105009,16868528253,22553447974
1770825106009,16871651215,22560914171
1770825107009,16874767234,22568316971
1770825108009,16877925884,22575859672
1770825109009,16881050128,22583560843
1770825110009,16884193627,22591172067
1770825111008,16887619765,22598776181
1770825112009,16891038884,22606372209
1770825113009,16894599735,22613731493
1770825114009,16898044000,22621137711
1770825115009,16901238125,22628604198
1770825122047,16923601760,22680761672
1770825123009,16926753682,22687785799
1770825124009,16929912835,22695093161
1770825125009,16933028229,22702418450
1770825126009,16936187917,22709697615
1770825127009,16939337580,22716989901
1770825128009,16942502974,22724445845
1770825129009,16945622930,22731880260
1770825130009,16948743664,22739362249
1770825131009,16951846561,22746830689
1770825132009,16954964228,22754301402
1770825133009,16958099228,22761717645
1770825134009,16961228156,22769068583
1770825135009,16964355527,22776358733
1770825144886,16967454381,22849054406
1770825145009,16995739234,22849967643
1770825146009,16998855971,22857306970
1770825152882,17020406828,22908956857
1770825153009,17020802666,22909902959
1770825154009,17023982616,22917357255
1770825155009,17027169784,22924726915
1770825156009,17030430189,22932018256
1770825157009,17033828344,22939410284
1770825158009,17037003183,22946796010
1770825159009,17040128601,22954215212
1770825160009,17043267889,22961560612
1770825161009,17046411037,22968850198
1770825162009,17049539354,22976168530
1770825163009,17052695762,22983487151
1770825164009,17056057831,22990773258
1770825165008,17059369077,22998063546
1770825166008,17062720466,23005335555
1770825167009,17066094879,23012604588
1770825168008,17069557652,23019981343
1770825169009,17072967067,23027353688
1770825170009,17076450072,23034727711
1770825171009,17080011961,23042177582
1770825172009,17083493699,23049674647
1770825173009,17086910225,23057203112
1770825174009,17090224354,23064654905
1770825175009,17093620067,23072006530
1770825176009,17096996892,23079295826
1770825177009,17100336273,23086565698
1770825178010,17103645229,23093948266
1770825179009,17106972908,23101261487
1770825180010,17110557882,23108496327
1770825181009,17114007578,23115781061
1770825182009,17117481489,23123066878
1770825183009,17120959275,23130367831
1770825184009,17124437504,23137737826
1770825185009,17127887247,23145112750
1770825186009,17131342009,23152502947
1770825187009,17134746313,23159838795
1770825188009,17138494120,23167205281
1770825189009,17142080986,23174578252
1770825190009,17145303064,23182018343
1770825191009,17148546655,23189258737
1770825192009,17151768595,23196531142
1770825193009,17154989574,23203799809
1770825194009,17158290048,23211117836
1770825195009,17161507121,23218483757
1770825196010,17164748912,23225884772
1770825197009,17167932386,23233463894
1770825218252,17171104265,23391031032
1770825231142,17275591293,23484977330
1770825232009,17278337718,23491269119
1770825233009,17281577388,23498560612
1770825234009,17284814587,23505845743
1770825235009,17288007140,23513143461
1770825236009,17291173175,23520468400
1770825237009,17294340629,23527700554
1770825238009,17297532740,23535038447
1770825239009,17300726377,23542351698
1770825240009,17303851429,23549640490
1770825241009,17307026451,23556915550
1770825242009,17310287894,23564208478
1770825243009,17313791909,23571499620
