test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,57.71,15.07,46.70
CPUStress,32,10,73.98,15.00,45.90
CPUStress,32,20,85.70,15.01,44.80
CPUStress,32,30,97.03,15.14,46.70
CPUStress,32,40,107.94,15.26,47.30
CPUStress,32,50,115.30,15.16,48.60
CPUStress,32,60,122.61,15.02,49.80
CPUStress,32,70,127.66,14.98,51.50
CPUStress,32,80,135.46,15.27,53.10
CPUStress,32,90,137.97,15.05,54.50
CPUStress,32,100,137.72,14.84,55.30
ipsec,32,100,152.44,14.70,56.60
VMStress,32,100,128.63,38.69,53.40
maximize,32,100,139.14,22.78,56.80
