test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,54.18,14.60,41.40
CPUStress,32,10,72.16,14.78,42.30
CPUStress,32,20,83.43,14.88,43.40
CPUStress,32,30,96.47,15.06,44.10
CPUStress,32,40,105.58,15.18,46.20
CPUStress,32,50,113.82,15.11,47.60
CPUStress,32,60,123.12,15.32,49.20
CPUStress,32,70,130.43,15.47,50.20
CPUStress,32,80,133.45,15.15,52.50
CPUStress,32,90,139.34,15.34,54.00
CPUStress,32,100,135.43,14.60,54.90
ipsec,32,100,152.18,14.78,55.40
VMStress,32,100,128.66,38.57,51.90
maximize,32,100,138.64,21.92,55.00
