test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,54.81,14.82,46.10
CPUStress,32,10,71.55,15.03,45.10
CPUStress,32,20,85.88,15.08,45.70
CPUStress,32,30,97.71,15.26,46.50
CPUStress,32,40,107.42,15.21,48.00
CPUStress,32,50,116.07,15.30,48.80
CPUStress,32,60,124.32,15.45,49.90
CPUStress,32,70,127.82,15.22,51.30
CPUStress,32,80,133.53,15.27,52.90
CPUStress,32,90,138.28,15.29,53.90
CPUStress,32,100,140.77,15.20,55.20
ipsec,32,100,152.56,15.00,57.00
VMStress,32,100,128.44,37.94,54.20
maximize,32,100,139.22,22.71,56.80
