test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,55.47,14.68,45.40
CPUStress,32,10,73.71,14.90,45.60
CPUStress,32,20,84.88,14.87,44.90
CPUStress,32,30,96.35,14.91,45.40
CPUStress,32,40,107.02,15.23,46.10
CPUStress,32,50,114.32,15.15,47.50
CPUStress,32,60,123.81,15.34,49.70
CPUStress,32,70,127.26,15.03,51.40
CPUStress,32,80,135.33,15.45,53.10
CPUStress,32,90,138.58,15.22,54.10
CPUStress,32,100,140.56,15.17,55.00
ipsec,32,100,152.26,14.82,56.70
VMStress,32,100,127.65,38.14,52.90
maximize,32,100,138.75,22.58,56.10
