task_id,hash,native_id,process,name,status,exit,cpus,memory,submit,start,complete,duration,realtime,%cpu,peak_rss,peak_vmem,hostname,cpu_model
1,7f/2de260,nf-7f2de260a911d15e2594709c8577924d-bf209,NFCORE_RNASEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,NFCORE_RNASEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,1,6442450944,1781008282270,1781008282000,1781008350000,67730,62105,13.1,5505024,11898880,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
2,f9/32d9da,nf-f932d9da3fbaccc62a3027c6434379c8-54ad4,NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GTFFILTER,NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GTFFILTER (genes.filtered),COMPLETED,0,1,6442450944,1781008282296,1781008283000,1781008370000,87704,66000,21.0,14942208,28200960,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
7,f8/68fcb3,nf-f868fcb31506cfb2886a07d3b3cd896f-055d1,NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA,NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa),COMPLETED,0,48,90194313216,1781008384852,1781008385000,1781008489000,104148,92497,46.9,1187975168,1519869952,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
3,00/44f12a,nf-0044f12a1988620c03728332f1516606-ae745,NFCORE_RNASEQ:PREPARE_GENOME:STAR_GENOMEPARAMS_UPGRADE,NFCORE_RNASEQ:PREPARE_GENOME:STAR_GENOMEPARAMS_UPGRADE (input_index),COMPLETED,0,1,6442450944,1781008987328,1781008988000,1781008995000,7672,97,76.3,3145728,4866048,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
4,db/c19e0e,nf-dbc19e0e8453fd82ebf102fc44534b7f-e4cca,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (GM12878_REP1),COMPLETED,0,16,25769803776,1781008516208,1781008516000,1781009100000,583792,579000,68.3,681836544,689070080,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
5,51/34aed8,nf-5134aed84c8e0f117960c33cdfcfb473-6b2e8,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (GM12878_REP2),COMPLETED,0,16,25769803776,1781008524822,1781008525000,1781009106000,581178,574000,71.8,681836544,689070080,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
14,ee/f89cd5,nf-eef89cd51d60df5f7065ec7209ebf533-995cc,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_REP2),COMPLETED,0,16,25769803776,1781009121241,1781009121000,1781009708000,586759,580000,187.3,4245868544,30252146688,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
8,12/a68667,nf-12a68667946e91cf3294a538ad1a692f-1e747,NFCORE_RNASEQ:PREPARE_GENOME:SALMON_INDEX,NFCORE_RNASEQ:PREPARE_GENOME:SALMON_INDEX (genome.transcripts.fa),COMPLETED,0,32,45097156608,1781008508690,1781008509000,1781009759000,1250310,1239000,893.8,19605311488,67840286720,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
11,9f/9b637c,nf-9f9b637cf7223cda24f7b8a15b60c338-ed336,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_REP1),COMPLETED,0,16,25769803776,1781009101276,1781009101000,1781010101000,999724,994000,103.0,3410546688,29981728768,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
12,93/e91f8b,nf-93e91f8b880c0ffffeced70e8140b317-5b30b,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_REP1),COMPLETED,0,8,17179869184,1781009101327,1781009102000,1781010659000,1557673,1552294,96.2,88895488,637792256,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
13,cc/eac33e,nf-cceac33e969498ccb9d3e88da58e4094-4933a,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_REP2),COMPLETED,0,8,17179869184,1781009121226,1781009121000,1781010807000,1685774,1679384,91.9,86061056,637792256,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
6,29/fc1c65,nf-29fc1c6504515be37144f1ebc8457587-40898,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (K562_REP1),COMPLETED,0,16,25769803776,1781010343311,1781010343000,1781010964000,620689,615000,63.8,681836544,689070080,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
