task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,cpu_model
1,hu-worker-c45,ef/bcdeb6,nf-efbcdeb6602610d277d4469f002d246a-264cf,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,samplesheet_full.csv,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.8.3,1,14400000,-,6442450944,1,1772837825637,1772837835000,1772837836000,10363,0,-,62.0,0.0,2969600,11575296,2969600,11579392,681742,1034,243,17,0,12288,2,0,/input/data/work/ef/bcdeb6602610d277d4469f002d246a,true,-,Intel Xeon Silver 4314
15,hu-worker-c40,c5/1aab47,nf-c51aab473bdc923ba1f130327da5c81a-a0f2e,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,K562_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1772837937266,1772837946000,1772837977000,39734,30000,-,116.5,0.4,1145937920,4764860416,1146155008,4766486528,573658362,2128134,1086745,6119,0,2441216,7,0,/input/data/work/c5/1aab473bdc923ba1f130327da5c81a,true,-,Intel Xeon Silver 4314
9,hu-worker-c42,fd/c9a665,nf-fdc9a665a182cab2f9a2c739f719295e-f7a95,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1772837927681,1772837932000,1772837989000,61319,56000,-,109.8,0.5,1353162752,4901183488,1353162752,4902342656,1106391402,2308245,2127274,6338,0,2691072,17,5,/input/data/work/fd/c9a665a182cab2f9a2c739f719295e,true,-,Intel Xeon Silver 4314
16,hu-worker-c44,2f/3ba6ee,nf-2f3ba6eebaf9504af9a81f115cb9debb-3e21c,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,K562_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R2),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1772837937326,1772837944000,1772838002000,64674,58000,-,98.7,0.2,1366077440,27368198144,1379168256,44452077568,616669422,13144724,8185,551,0,10338304,1165,1582,/input/data/work/2f/3ba6eebaf9504af9a81f115cb9debb,true,-,Intel Xeon Silver 4314
10,hu-worker-c45,07/a2a81c,nf-07a2a81c9d3b012aa1f5d7c5716a5363-20d34,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,A549_R3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R3),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1772837927627,1772837937000,1772838043000,115373,105000,-,99.4,0.2,2285510656,39458979840,2459963392,65010843648,1155844655,19629314,8407,551,0,10285056,2195,1475,/input/data/work/07/a2a81c9d3b012aa1f5d7c5716a5363,true,-,Intel Xeon Silver 4314
4,hu-worker-c42,e4/957cf1,nf-e4957cf12517ccbc6789daea4fd098dd-863e9,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.13--h8c37831_0,6,28800000,-,45097156608,1,1772838006513,1772838007000,1772838044000,37487,37000,-,54.6,0.0,6332416,12427264,6332416,12431360,3147401225,5800,48259,20,8171520,16384,19578,17968,/input/data/work/e4/957cf12517ccbc6789daea4fd098dd,true,-,Intel Xeon Silver 4314
11,hu-worker-c42,6e/afa9a5,nf-6eafa9a5787a3c6ffb158eac9f358e4e-79675,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1772838006473,1772838007000,1772838044000,37527,37000,-,57.3,0.0,4866048,12550144,4866048,12554240,3147397347,5620,48249,19,0,12288,19555,17433,/input/data/work/6e/afa9a5787a3c6ffb158eac9f358e4e,true,-,Intel Xeon Silver 4314
20,hu-worker-c42,62/7827b6,nf-627827b633297b7438a071624a744ac8-473e1,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1772838006435,1772838007000,1772838044000,37565,37000,-,57.9,0.0,4763648,12550144,4763648,12554240,3147397347,5620,48249,19,4194304,12288,19561,18107,/input/data/work/62/7827b633297b7438a071624a744ac8,true,-,Intel Xeon Silver 4314
13,hu-worker-c40,8f/93b907,nf-8f93b907f7ba7a1043590ac7984488cd-9d7d0,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1772838006553,1772838007000,1772838044000,37447,37000,-,57.0,0.0,4792320,12550144,4792320,12554240,3147397355,5621,48249,19,0,12288,19521,19966,/input/data/work/8f/93b907f7ba7a1043590ac7984488cd,true,-,Intel Xeon Silver 4314
5,hu-worker-c45,cf/8391a3,nf-cf8391a3e61426020194ca95253a4f6f-08922,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1772838006596,1772838007000,1772838045000,38404,38000,-,57.2,0.0,4837376,12550144,4837376,12554240,3147397268,5638,48249,19,0,12288,19550,19096,/input/data/work/cf/8391a3e61426020194ca95253a4f6f,true,-,Intel Xeon Silver 4314
17,hu-worker-c44,c2/672d96,nf-c2672d9634049800d1ad2eaa89dfa27d-375b6,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1772838006640,1772838007000,1772838044000,37360,37000,-,56.8,0.0,4886528,12550144,4886528,12554240,3147397418,5644,48249,19,0,12288,19445,19854,/input/data/work/c2/672d9634049800d1ad2eaa89dfa27d,true,-,Intel Xeon Silver 4314
8,hu-worker-c45,09/63a3f2,nf-0963a3f2e4b1e8db5b729bfb3f6ed57b-95e28,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1772838006678,1772838007000,1772838045000,38322,38000,-,57.1,0.0,4808704,12550144,4808704,12554240,3147397244,5620,48249,19,0,12288,19471,19213,/input/data/work/09/63a3f2e4b1e8db5b729bfb3f6ed57b,true,-,Intel Xeon Silver 4314
14,hu-worker-c45,72/9e8dc4,nf-729e8dc46c1fab322284bce28df5f381-07f47,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,K562_R1,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1772837944848,1772837945000,1772838050000,105152,104000,-,85.2,0.4,1175494656,4764860416,1175494656,4765757440,1449066941,2119927,2796480,6125,4194304,2670592,11,9,/input/data/work/72/9e8dc46c1fab322284bce28df5f381,true,-,Intel Xeon Silver 4314
12,hu-worker-c44,88/f68423,nf-88f684231d0f07c59dbb996a7513ae98-6ba77,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,K562_R1,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R1),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1772837944785,1772837945000,1772838081000,136215,136000,-,99.5,0.2,2267086848,39471091712,2442326016,65093980160,1497477393,18544601,8483,551,4194304,10342400,2230,1884,/input/data/work/88/f684231d0f07c59dbb996a7513ae98,true,-,Intel Xeon Silver 4314
2,hu-worker-c44,4c/6de783,nf-4c6de783d459ba1d6254d19baa56df67-824a1,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R1,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1772837957363,1772837958000,1772838092000,134637,133000,-,97.4,0.4,1202466816,4560375808,1202466816,4625391616,2355325529,1940891,4566510,5861,0,2457600,12,3,/input/data/work/4c/6de783d459ba1d6254d19baa56df67,true,-,Intel Xeon Silver 4314
7,hu-worker-c40,f2/f95424,nf-f2f954241cb4c8abf2dc167359be5af0-57e7d,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1772837979985,1772837987000,1772838108000,128015,120000,-,105.5,0.6,1624535040,4833021952,1624535040,4833959936,2388064831,2038329,4630440,6006,0,2658304,7,0,/input/data/work/f2/f954241cb4c8abf2dc167359be5af0,true,-,Intel Xeon Silver 4314
21,hu-worker-c45,bd/c90d94,nf-bdc90d94471a68a515cdb186af2b6669-44845,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,12,57600000,-,90194313216,1,1772838045344,1772838046000,1772838136000,90656,77000,-,234.4,6.8,18448146432,23134621696,19359412224,23855484928,3147331951,11574289221,192232,684930,0,11574296576,20,62,/input/data/work/bd/c90d94471a68a515cdb186af2b6669,true,-,Intel Xeon Silver 4314
19,hu-worker-c44,b2/bb2d45,nf-b2bb2d4515ed14da75e0129c6ab0295f-8437f,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,K562_R3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,45097156608,1,1772838025351,1772838026000,1772838154000,128649,127000,-,99.3,0.5,1235582976,4977070080,1235582976,4979662848,2397108674,2231320,4648118,6296,0,2752512,12,8,/input/data/work/b2/bb2d4515ed14da75e0129c6ab0295f,true,-,Intel Xeon Silver 4314
