task_id,hash,native_id,process,name,status,exit,cpus,memory,submit,start,complete,duration,realtime,%cpu,peak_rss,peak_vmem,hostname,cpu_model
1,f9/e884d0,nf-f9e884d0d9c7e0f23100535687d344ac-19a8e,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv),COMPLETED,0,1,6442450944,1780839218242,1780839218000,1780839226000,7758,1000,3.7,2359296,23154688,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
5,91/4190af,nf-914190afbd2574118ae1cc2fab50f5d4-1dbba,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa),COMPLETED,0,32,45097156608,1780839303621,1780839307000,1780839364000,60379,36000,30.9,4718592,12431360,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
8,69/875bd4,nf-69875bd43fbeed7c99fd4516d7a20afc-abed7,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,1,6442450944,1780839303646,1780839304000,1780839364000,60354,53000,21.3,4718592,12554240,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
15,d9/08d473,nf-d908d4739b984b8eae43ea2bd6da96a7-f1d4f,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,1,6442450944,1780839303763,1780839304000,1780839364000,60237,35000,32.3,4718592,12554240,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
16,34/d715c2,nf-34d715c24aa6ecf70cc3c384903a85a2-5ec5d,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,1,6442450944,1780839303783,1780839304000,1780839364000,60217,53000,21.4,4718592,12554240,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
4,5b/6c7756,nf-5b6c775637f7149cc2c43778ec457b98-59eb7,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,1,6442450944,1780839303601,1780839304000,1780839364000,60399,55000,20.8,4718592,12554240,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
9,fa/9619e3,nf-fa9619e3a9d57f02e6dd9b86e5963874-5c1d1,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,1,6442450944,1780839303742,1780839304000,1780839364000,60258,53000,21.6,4718592,12554240,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
14,3c/67af24,nf-3c67af24f3f3316c8f2db6cc74cc5095-6aca9,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX (genome.fa),COMPLETED,0,1,6442450944,1780839303672,1780839304000,1780839364000,60328,53000,21.2,4718592,12554240,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
10,8e/97137a,nf-8e97137a9a40f4d2b8908e67013e1ac2-4c7ce,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3),COMPLETED,0,32,45097156608,1780839361584,1780839366000,1780839431000,69416,57000,102.0,2517274624,11972087808,ip-172-31-1-173,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
3,f8/fb5fdf,nf-f8fb5fdf7db2f431ee8782b46ee240c5-bd162,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R1),COMPLETED,0,32,45097156608,1780839274314,1780839274000,1780839488000,213686,193000,67.6,5320372224,12047974400,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
6,84/9d566f,nf-849d566f449d7edd9138a00eceb1cce9-c1ca0,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2),COMPLETED,0,32,45097156608,1780839327013,1780839327000,1780839501000,173987,168000,76.6,2608955392,11972087808,ip-172-31-12-170,Intel(R) Xeon(R) Platinum 8275CL CPU @ 3.00GHz
