,task_id,hash,native_id,process,tag,name,hostname,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,env,CPU_energy_consumption,DRAM_energy_consumption,energy_consumption,avg_power,cpu_model
10,10,d8/3787ff,nf-d83787ff4aef9c8e4cd4a0671ee8292a-ba8ed,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19970909_20200910_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19970909_20200910_02_T1),hu-worker-c37,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501431799,1760501432000,1760501432000,0,184.0,-,60.1,0.0,2.9,3.9,3040870.4,4089446.4,0.4565,0.0252,891,34,0.0,0.044,5,0,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
11,5,bf/4b1591,nf-bf4b1591a759883985b515acb45ebfba-6f81b,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19970418_20200910_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19970418_20200910_02_T1),hu-worker-c38,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501431835,1760501432000,1760501432000,0,145.0,-,84.7,0.0,14.7,160.4,15414067.2,168296448.0,0.4576,0.0252,891,34,0.0,0.044,2,0,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
12,33,1b/c1fb10,nf-1bc1fb1043fafdd1def071575ece0540-28a11,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19980928_20200908_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19980928_20200908_02_T1),hu-worker-c38,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501431866,1760501432000,1760501432000,0,144.0,-,86.8,0.0,14.0,160.4,14680064.0,168296448.0,0.4576,0.0252,891,34,0.0,0.044,3,3,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
13,6,bf/7a80d5,nf-bf7a80d5d18a6f6fd70b821e8dbbcccb-b85cb,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19970504_20211128_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19970504_20211128_02_T1),hu-worker-c37,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501431909,1760501432000,1760501433000,1000,197.0,-,57.5,0.0,2.9,3.9,3040870.4,4089446.4,0.4565,0.0252,891,34,4.0,0.044,5,0,PYTHONNOUSERSITE=1,69.54852799999999,11.908938,81.45746599999998,81.45746599999998,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
14,26,1b/75a6c0,nf-1b75a6c0660f33f66cd6a1261dea9f3f-7158c,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19970128_20200910_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19970128_20200910_02_T1),hu-worker-c38,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501431948,1760501433000,1760501433000,0,120.0,-,69.9,0.0,13.8,160.4,14470348.8,168296448.0,0.4576,0.0252,891,34,0.0,0.044,3,0,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
15,7,30/bbf4bc,nf-30bbf4bc100282db9fbd0e2f8bfd4255-c4327,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19981115_20211129_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19981115_20211129_02_T1),hu-worker-c37,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501431986,1760501432000,1760501433000,1000,183.0,-,57.6,0.0,2.8,3.9,2936012.8,4089446.4,0.4565,0.0252,891,34,0.0,0.044,5,0,PYTHONNOUSERSITE=1,69.54852799999999,11.908938,81.45746599999998,81.45746599999998,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
16,29,79/f6c437,nf-79f6c437868fa70640ff0f2ad71b1991-269c3,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19981030_20200908_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19981030_20200908_02_T1),hu-worker-c38,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432025,1760501432000,1760501433000,1000,135.0,-,78.6,0.0,16.4,160.4,17196646.4,168296448.0,0.4576,0.0252,891,34,0.0,0.044,3,4,PYTHONNOUSERSITE=1,75.934376,14.231249,90.165625,90.165625,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
17,16,da/f93ca1,nf-daf93ca1ca24afb8e1e285f721f1aec1-b266d,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19970824_20200910_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19970824_20200910_02_T1),hu-worker-c37,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432064,1760501432000,1760501433000,1000,225.0,-,60.2,0.0,2.9,3.9,3040870.4,4089446.4,0.4565,0.0252,891,34,4.0,0.044,3,1,PYTHONNOUSERSITE=1,69.54852799999999,11.908938,81.45746599999998,81.45746599999998,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
18,23,3f/06041f,nf-3f06041fef515e4619bdb68901af04c8-ae735,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19980216_20211129_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19980216_20211129_02_T1),hu-worker-c38,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432107,1760501432000,1760501433000,1000,140.0,-,86.3,0.0,14.9,160.4,15623782.4,168296448.0,0.4576,0.0252,891,34,0.0,0.044,3,10,PYTHONNOUSERSITE=1,75.934376,14.231249,90.165625,90.165625,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
19,27,b8/540611,nf-b85406113f5bb1ab10120d304ec7888a-e3ad3,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19980304_20211129_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19980304_20211129_02_T1),hu-worker-c37,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432146,1760501433000,1760501433000,0,183.0,-,60.8,0.0,2.8,3.9,2936012.8,4089446.4,0.4565,0.0252,891,34,0.0,0.044,6,2,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
20,4,2a/aea4c4,nf-2aaea4c4ecc6d8d2c3d10f72f1ad0e8e-97d19,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19980507_20200909_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19980507_20200909_02_T1),hu-worker-c37,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432188,1760501433000,1760501434000,1000,192.0,-,57.1,0.0,2.9,3.9,3040870.4,4089446.4,0.4565,0.0252,891,34,0.0,0.044,3,0,PYTHONNOUSERSITE=1,70.479434,12.32363,82.80306399999999,82.80306399999999,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
21,14,f0/a2df80,nf-f0a2df80a850380a087bc607606ce9ca-e39b5,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19971011_20200909_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19971011_20200909_02_T1),hu-worker-c38,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432222,1760501433000,1760501433000,0,131.0,-,72.9,0.0,16.4,160.4,17196646.4,168296448.0,0.4576,0.0252,891,34,0.0,0.044,3,0,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
22,17,e8/d4a622,nf-e8d4a622a078bb793fa17e1021afd934-4a370,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19980811_20200909_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19980811_20200909_02_T1),hu-worker-c37,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432263,1760501433000,1760501433000,0,179.0,-,60.5,0.0,3.0,3.9,3145728.0,4089446.4,0.4565,0.0252,891,34,0.0,0.044,1,1,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
23,11,a7/198b59,nf-a7198b5920d2a37de1389b9a847b4455-4eb49,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19980131_20200909_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19980131_20200909_02_T1),hu-worker-c38,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432302,1760501433000,1760501433000,0,133.0,-,86.1,0.0,14.8,160.4,15518924.8,168296448.0,0.4576,0.0252,891,34,0.0,0.044,3,0,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
24,25,88/71adae,nf-8871adae491b9f13baf82142fdddf460-7b4db,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19971027_20200909_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19971027_20200909_02_T1),hu-worker-c37,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432338,1760501434000,1760501434000,0,187.0,-,56.5,0.0,2.9,3.9,3040870.4,4089446.4,0.4565,0.0252,891,34,0.0,0.044,4,0,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
25,13,fd/1bb161,nf-fd1bb16103f0fb57f31d9829c220366e-2a705,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19980912_20200908_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19980912_20200908_02_T1),hu-worker-c38,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432383,1760501433000,1760501434000,1000,120.0,-,80.2,0.0,13.9,160.4,14575206.4,168296448.0,0.4576,0.0252,891,34,0.0,0.044,3,0,PYTHONNOUSERSITE=1,91.25824999999999,14.222406,105.48065599999998,105.48065599999998,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
26,28,44/7b87e1,nf-447b87e1bf95bb358a5532b1cf374cbe-8180f,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19980726_20200909_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19980726_20200909_02_T1),hu-worker-c38,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432418,1760501433000,1760501434000,1000,122.0,-,72.4,0.0,14.0,160.4,14680064.0,168296448.0,0.4576,0.0252,891,34,0.0,0.044,3,1,PYTHONNOUSERSITE=1,91.25824999999999,14.222406,105.48065599999998,105.48065599999998,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
27,18,c0/8b7554,nf-c08b7554f933a77de5cc68fdb2172ad8-32676,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19971112_20200909_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19971112_20200909_02_T1),hu-worker-c37,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432456,1760501435000,1760501435000,0,164.0,-,59.9,0.0,2.9,3.9,3040870.4,4089446.4,0.4565,0.0252,891,34,0.0,0.044,3,0,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
28,21,01/4c5d6f,nf-014c5d6fc3a3bd686db70b806f88acb4-a7688,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19970301_20200910_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19970301_20200910_02_T1),hu-worker-c37,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432487,1760501433000,1760501433000,0,186.0,-,57.5,0.0,2.8,3.9,2936012.8,4089446.4,0.4565,0.0252,891,34,0.0,0.044,4,3,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
29,9,5c/848bb2,nf-5c848bb29f0af91b730d11d9bc72f5f3-bfb16,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19970621_20211128_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19970621_20211128_02_T1),hu-worker-c38,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432525,1760501434000,1760501434000,0,112.0,-,76.2,0.0,13.6,160.4,14260633.6,168296448.0,0.4576,0.0252,891,34,0.0,0.044,3,0,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
30,24,3d/977152,nf-3d9771526b1c5f354fc5b85e9e455136-9b5c4,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19971230_20200909_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19971230_20200909_02_T1),hu-worker-c38,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432554,1760501433000,1760501433000,0,115.0,-,76.0,0.0,14.0,160.4,14680064.0,168296448.0,0.4576,0.0252,891,34,0.0,0.044,3,1,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
31,19,97/4bd33a,nf-974bd33a5bef490d2d64dfe23ab03b9d-de270,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19980523_20200909_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19980523_20200909_02_T1),hu-worker-c37,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432591,1760501433000,1760501433000,0,181.0,-,57.6,0.0,2.8,3.9,2936012.8,4089446.4,0.4565,0.0252,891,34,0.0,0.044,4,1,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
32,22,59/fb89e4,nf-59fb89e4156d7a977f0991c0fe0bf1a2-d99ab,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19970317_20211128_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19970317_20211128_02_T1),hu-worker-c38,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432620,1760501433000,1760501433000,0,115.0,-,65.0,0.0,13.9,160.4,14575206.4,168296448.0,0.4576,0.0252,891,34,0.0,0.044,3,0,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
33,30,75/7974c9,nf-757974c9edd48a024bd1983200191c2e-2c18c,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19980405_20211129_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19980405_20211129_02_T1),hu-worker-c37,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432652,1760501433000,1760501433000,0,262.0,-,52.8,0.0,2.8,3.9,3040870.4,4089446.4,0.4565,0.0252,891,34,8.0,0.044,3,3,PYTHONNOUSERSITE=1,0.0,0.0,0.0,0.0,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
34,35,41/9a9a63,nf-419a9a6383afe6ef4d6c90fa9f6ed60c-703a0,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG,LT05_L1TP_183035_19970520_20211128_02_T1,NFCORE_RANGELAND:RANGELAND:PREPROCESSING:PREPROCESS_CONFIG (LT05_L1TP_183035_19970520_20211128_02_T1),hu-worker-c37,COMPLETED,0,-,docker.io/davidfrantz/force:3.7.10,1,4000,-,6442450944.0,1,1760501432685,1760501433000,1760501434000,1000,249.0,-,43.8,0.0,2.8,3.9,2936012.8,4089446.4,0.4565,0.0252,891,34,0.0,0.044,3,3,PYTHONNOUSERSITE=1,70.479434,12.32363,82.80306399999999,82.80306399999999,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz
