,level_0,index,start,complete,read_bytes,write_bytes,rss,vmem,rchar,wchar,CPU_energy_consumption,DRAM_energy_consumption,energy_consumption,wf_duration,avg_cpu_wf,avg_power_wf
0,0,0,2025-10-15 06:10:22.000,2025-10-15 07:58:47.000,1364.004,43120.47600000001,1013751.6680000001,2116404.2,161777.8801,42979.2741,8474604.257257998,1267499.0227319999,9742103.279989999,0 days 01:48:25,181.30100317620065,1497.633094541122
