task_id,hostname,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,cpu_model
1,gpgnode-13,128794,NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,chipseq-input.csv,NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chipseq-input.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.8.3,1,14400000,-,6442450944,1,1769679637556,1769679637617,1769679638130,574,353,-,24.3,0.0,8769536,13561856,8769536,13574144,851185,1354,469,16,4001792,8192,20,1,/workspace/work/ea/77eeb8127e7a6915b61838d335b042,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
2,gpgnode-14,nf-00011a881bf06a9f897818d98cdaa6dc-6b4d1,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,2,14400000,-,12884901888,1,1769679637824,1769679638000,1769679717000,79176,76000,-,22.5,0.0,8175616,22560768,8175616,22564864,3147400318,5941,48259,20,8101888,16384,1195,3312,/workspace/work/00/011a881bf06a9f897818d98cdaa6dc,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
3,gpgnode-18,nf-461156f68c1235cc9d5c02cc87aa57d9-46baa,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED,genes.gtf,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf),COMPLETED,0,-,quay.io/biocontainers/perl:5.26.2,2,14400000,-,12884901888,1,1769679637943,1769679640000,1769679725000,87057,80000,-,51.7,4.3,2903347200,2924613632,2903347200,2924617728,916293677,25693135,112008,3154,2351104,25702400,69,4048,/workspace/work/46/1156f68c1235cc9d5c02cc87aa57d9,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
4,gpgnode-16,nf-aba14a2e5e3cc92a0cad65fef138d600-8ff7f,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,H3K4me1_LAPC4_Control_REP1_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP1_T1),COMPLETED,0,-,quay.io/biocontainers/trim-galore:0.6.10--hdfd78af_0,6,28800000,-,38654705664,1,1769679638525,1769679639000,1769679843000,204475,204000,-,67.9,1.6,1116049408,4693381120,1116049408,4746915840,1033038344,1806014,2003170,5520,5971968,2531328,43,13,/workspace/work/ab/a14a2e5e3cc92a0cad65fef138d600,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
7,gpgnode-14,nf-de6b7f40f39e69e7ac55cf64b634aa2d-903c2,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,H3K4me1_LAPC4_Control_REP2_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP2_T1),COMPLETED,0,-,quay.io/biocontainers/trim-galore:0.6.10--hdfd78af_0,6,28800000,-,38654705664,1,1769679638657,1769679639000,1769679857000,218343,217000,-,68.7,1.5,1037885440,4611641344,1037885440,4678754304,1090390482,1795712,2115174,5539,3866624,2568192,68,17,/workspace/work/de/6b7f40f39e69e7ac55cf64b634aa2d,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
9,gpgnode-13,nf-3924a1e30dd7caecf45582ea87a87e86-f4127,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,H3K4me1_LAPC4_Control_REP3_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Control_REP3_T1),COMPLETED,0,-,quay.io/biocontainers/trim-galore:0.6.10--hdfd78af_0,6,28800000,-,38654705664,1,1769679728566,1769679729000,1769679865000,136434,136000,-,102.3,1.5,1037848576,4611641344,1037848576,4612952064,1054353408,1806796,2044795,5518,9748480,2293760,73,1,/workspace/work/39/24a1e30dd7caecf45582ea87a87e86,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
10,gpgnode-18,nf-5e5d7e86ce19dae20b371bf2c93ca6ad-d250a,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,H3K4me1_LAPC4_Daro_REP1_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP1_T1),COMPLETED,0,-,quay.io/biocontainers/trim-galore:0.6.10--hdfd78af_0,6,28800000,-,38654705664,1,1769679725974,1769679728000,1769679893000,167026,164000,-,99.4,1.6,1106472960,4693381120,1106567168,4746915840,1247608742,1794776,2422270,5493,1871872,2551808,32,7,/workspace/work/5e/5d7e86ce19dae20b371bf2c93ca6ad,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
11,gpgnode-13,nf-aa1d12dad4cdc526cc382108bbe8b7d2-19e69,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,H3K4me1_LAPC4_Daro_REP2_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP2_T1),COMPLETED,0,-,quay.io/biocontainers/trim-galore:0.6.10--hdfd78af_0,6,28800000,-,38654705664,1,1769679868120,1769679870000,1769680027000,158880,157000,-,96.8,1.5,1036857344,4611641344,1036865536,4612952064,1111474699,1799934,2156376,5505,0,2498560,3,6,/workspace/work/aa/1d12dad4cdc526cc382108bbe8b7d2,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
12,gpgnode-18,nf-e190a7d25bb133aeead653cc2b5bead1-1f27c,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,H3K4me1_LAPC4_Daro_REP3_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K4me1_LAPC4_Daro_REP3_T1),COMPLETED,0,-,quay.io/biocontainers/trim-galore:0.6.10--hdfd78af_0,6,28800000,-,38654705664,1,1769679901088,1769679903000,1769680048000,146912,145000,-,99.2,1.5,1038098432,4611641344,1038098432,4612952064,1093153102,1801290,2120587,5507,0,2490368,13,15,/workspace/work/e1/90a7d25bb133aeead653cc2b5bead1,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
5,gpgnode-14,nf-86cbbdcca886196eebbcebfc46d19d6a-5b271,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE,H3K4me1_LAPC4_Control_REP1_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (H3K4me1_LAPC4_Control_REP1_T1),COMPLETED,0,-,quay.io/biocontainers/trim-galore:0.6.10--hdfd78af_0,12,57600000,-,64424509440,1,1769679858267,1769679860000,1769680142000,283733,282000,-,403.2,0.4,253091840,3340177408,253091840,3402108928,21150378973,20078295853,2850577,594955,7557120,894103552,1050650,40258,/workspace/work/86/cbbdcca886196eebbcebfc46d19d6a,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
