test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,42.38,8.70,39.30
CPUStress,32,10,50.17,7.49,37.30
CPUStress,32,20,57.99,7.75,36.10
CPUStress,32,30,64.25,7.86,36.60
CPUStress,32,40,70.60,8.03,36.90
CPUStress,32,50,79.67,8.49,37.60
CPUStress,32,60,81.83,8.34,38.20
CPUStress,32,70,88.91,8.66,39.40
CPUStress,32,80,93.14,8.66,40.10
CPUStress,32,90,94.79,8.61,41.80
CPUStress,32,100,135.00,13.51,48.70
ipsec,32,100,134.88,13.05,52.70
VMStress,32,100,134.59,36.86,48.70
maximize,32,100,134.84,20.91,53.60
