test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,40.66,7.26,31.00
CPUStress,32,10,44.53,7.35,30.00
CPUStress,32,20,48.33,7.50,30.00
CPUStress,32,30,51.02,7.62,29.80
CPUStress,32,40,53.01,7.72,29.90
CPUStress,32,50,53.28,7.64,30.10
CPUStress,32,60,56.99,8.12,30.00
CPUStress,32,70,59.84,8.38,30.00
CPUStress,32,80,59.75,8.25,30.00
CPUStress,32,90,61.01,8.39,30.20
CPUStress,32,100,58.41,7.99,30.70
ipsec,32,100,59.42,7.32,30.80
VMStress,32,100,87.06,30.15,33.20
maximize,32,100,60.88,15.29,32.50
