test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,40.07,7.34,28.90
CPUStress,32,10,50.30,7.41,30.00
CPUStress,32,20,57.89,7.66,31.00
CPUStress,32,30,65.97,7.94,32.00
CPUStress,32,40,71.97,8.10,34.10
CPUStress,32,50,76.71,8.14,35.40
CPUStress,32,60,83.53,8.41,36.50
CPUStress,32,70,86.80,8.40,38.00
CPUStress,32,80,93.27,8.76,39.50
CPUStress,32,90,94.74,8.61,40.60
CPUStress,32,100,134.95,13.47,48.00
ipsec,32,100,134.87,13.02,51.90
VMStress,32,100,134.55,36.90,47.80
maximize,32,100,134.87,21.31,52.60
