test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,76.04,13.05,43.80
CPUStress,32,10,94.38,13.26,45.80
CPUStress,32,20,105.69,13.36,48.80
CPUStress,32,30,117.52,13.71,49.00
CPUStress,32,40,124.27,13.70,50.30
CPUStress,32,50,131.79,13.87,51.40
CPUStress,32,60,138.22,13.98,53.20
CPUStress,32,70,141.04,14.06,54.30
CPUStress,32,80,138.33,13.84,54.80
CPUStress,32,90,136.83,13.68,55.60
CPUStress,32,100,134.84,13.52,56.30
ipsec,32,100,134.84,13.06,58.10
VMStress,32,100,134.79,36.97,52.90
maximize,32,100,134.89,21.24,56.70
