,level_0,index,start,complete,read_bytes,write_bytes,rss,vmem,rchar,wchar,CPU_energy_consumption,DRAM_energy_consumption,energy_consumption,wf_duration,avg_cpu_wf,avg_power_wf
0,0,0,2025-11-03 08:06:12.000,2025-11-03 09:34:23.000,2293.8399999999997,43122.119999999995,1014150.5000000001,2111321.3,162105.5518,42956.3693,6431573.625155,1027540.973606,7459114.598760999,0 days 01:28:11,189.88291686959025,1409.7740689398977
