task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);178643952f6f95b1e0c12fb3a0c842f4;1;3147288982;3;1103;195
NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa);6d9dbec892cf3631454b672c3e8dae70;2;4063383142;2;838278335;1
NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv);f10cdc4e1bfa9bcd8b7f719655042a49;1;4338;2;4616;0
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP1);8914e5b7f9d15a6bc2cbd10ae40f8d8a;2;2486687632;5;1905167;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (CONTROL_REP1);2808fe39c693a88d629f21158a871f78;2;2486687632;9;2312208566;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP2);7b41b565cd2d61989f33d252da890abb;2;2486687632;5;1905168;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (CONTROL_REP2);6efb22b800657032e57a6487531b5091;2;2486687632;9;2312208569;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP3);eb7cae64baacbab11341cac540fd63e1;2;2486687632;5;1905168;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (CONTROL_REP3);aa4310da0fb1a5f864c57cf70fa89515;2;2486687632;9;2312208566;2
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP1);9452e9121fc842a9f716cc15f9b66f74;2;2567359158;5;1907225;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_100000_REP1);e114efee7baacb84f30dfe7710bab91f;2;2567359158;9;2387297871;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP2);3291a075da8dbd07f3c7b7fd3066023a;2;1718442970;5;1892125;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_100000_REP2);7fc579b18e0008074a144cb5bfbe4702;2;1718442970;9;1599947981;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP3);0683723780159aa498f760ca58c45eae;2;2161934675;5;1893413;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP1);0dd30d2c1a25024e28a04527437b4094;2;2957126577;5;1899808;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_100000_REP3);6771b603711eb3220d5900227284b56e;2;2161934675;9;2012992409;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP1);c2d0717fc271fb76fc2567c9ac45077a;2;2957126577;9;2751539897;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP2);24581f66d99d0437fa7d80e56bb1c241;2;2655690169;9;2468627413;3
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP2);f6dfb14c5fe814b0649da860b24afd1b;2;2655690169;5;1900776;1
NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP3);5028274cf83cb476cda991e3a17c7ed7;2;2497231368;9;2323740986;3
