task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_ATACSEQ:ATACSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet_full.csv);fcee29d34be6a9a161a30886cfbf52ba;1;853;2;1012;0
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);4583f60a62c4927a2586dc2937522753;1;3157608038;3;1248;27
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GTF2BED (genes.gtf);455c75b9954aa8eff2d33fd3866af6a0;1;142063633;2;8097915;7
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP1_T1);610ba7c328ea0944e3d65df6a9064a37;2;455494428;5;1854428;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP1_T1);993da69317aa02b90188ba2d2bdf4351;2;455494428;9;432412388;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_FAST_REP2_T1);facb17764f3c8cab4c774aaf0b95684c;2;801187459;9;763883488;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_FAST_REP2_T1);1665870cb55f7cb9920be3a727db4c9e;2;801187459;5;1876018;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP1_T1);d0eb538ff12d9b5882b1ac6015f3a479;2;3259653689;9;3085456115;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP1_T1);7aa0fcbd338603293cfe2eb7ce6520bb;2;3259653689;5;1916033;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_OMNI_REP2_T1);486c469651f7131f23bbd9e74958e5b0;2;2696661891;9;2547019797;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_OMNI_REP2_T1);9b9a032c55c8b929f05008100faa9cf3;2;2696661891;5;1916021;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP1_T1);20dc2d6fd805a2df849d30341674a5f4;2;2402740257;5;1916991;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_STD_REP1_T1);a517ba5d28e11042556e476e853a9056;2;2402740257;9;2240186401;2
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:TSS_EXTRACT;42d2546587bc202b26352786873764af;1;8097849;2;2132999;12
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (GM12878_STD_REP2_T1);21ee67e4dd24bb972317bc2a27d6794d;2;2286351475;9;2148023871;2
NFCORE_ATACSEQ:ATACSEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (GM12878_STD_REP2_T1);cc0d80c50187093409f344e95088ce4c;2;2286351475;5;1900224;1
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes);3c907c70ad0879f0d548646c5d37e6d5;2;19162;2;9953;6
NFCORE_ATACSEQ:ATACSEQ:PREPARE_GENOME:GET_AUTOSOMES (genome.fa.fai);4cfbcefa8aa6a29e11afe5e676e06298;1;783;2;196;6
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_FAST_REP1_T1);14fe1512fb9b513c2909c9eb06ac7ee1;3;9005587410;2;682842929;0
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_FAST_REP2_T1);402b479f08349e5682af1ba0d62421f6;3;9337051865;2;1213189129;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_OMNI_REP2_T1);fa532b5e10f84ffd7de1cc202faef5b4;3;11120160817;2;3903710271;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_OMNI_REP1_T1);64d95b6152793d79a7a2bb1424920882;3;11658597684;2;4734227565;0
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_STD_REP1_T1);083e7aa0d784450f2494ee324d5b2133;3;10813323362;2;3556277245;0
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_FAST_REP1_T1);abc8f27ac9060b4c19c5633123d35da3;1;682842834;2;552026917;6
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BWA_MEM (GM12878_STD_REP2_T1);4d132ce922626c6c12e7aa19bb7cc5cd;3;10721156119;2;3408540412;1
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_FAST_REP1_T1);69530ba43106d5210057d0a6d7b50351;1;552026817;2;3260469;3
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_FAST_REP2_T1);e9314c0f57addafea0667511b1a9ece2;1;1213189034;2;932641187;6
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_FAST_REP2_T1);1a25242d2fc1bbf7524c60a5566fdabc;1;932641087;2;2614725;3
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_STD_REP1_T1);c62514efa4106c94146eda7061ed58cb;1;3556277150;2;1833055187;6
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (GM12878_OMNI_REP2_T1);f374f7b00d0ac63c9ca48a45a0626fb3;1;3903710176;2;2903657701;5
NFCORE_ATACSEQ:ATACSEQ:FASTQ_ALIGN_BWA:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (GM12878_STD_REP1_T1);c145e7ac60575c274368d0383be31942;1;1833055087;2;3433085;3
