test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,48.20,10.69,39.30
CPUStress,32,10,56.97,10.74,38.00
CPUStress,32,20,64.93,10.72,37.60
CPUStress,32,30,73.40,10.86,38.30
CPUStress,32,40,81.09,10.98,39.10
CPUStress,32,50,88.19,11.16,40.50
CPUStress,32,60,91.53,11.22,41.80
CPUStress,32,70,95.55,11.15,43.20
CPUStress,32,80,98.02,28111206097451.25,44.30
CPUStress,32,90,101.70,11.15,45.20
CPUStress,32,100,101.88,10.88,46.40
ipsec,32,100,105.17,10.04,47.10
VMStress,32,100,93.78,31.34,44.50
maximize,32,100,100.86,17.19,46.30
