test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,50.83,10.93,41.30
CPUStress,32,10,63.44,10.96,39.60
CPUStress,32,20,73.60,11.06,40.40
CPUStress,32,30,81.93,11.17,40.60
CPUStress,32,40,89.29,11.17,42.00
CPUStress,32,50,97.42,11.40,43.90
CPUStress,32,60,102.79,11.22,45.40
CPUStress,32,70,107.11,11.27,46.70
CPUStress,32,80,111.14,11.19,47.30
CPUStress,32,90,114.21,11.25,48.60
CPUStress,32,100,116.77,11.20,49.30
ipsec,32,100,125.63,10.88,50.40
VMStress,32,100,107.70,32.08,48.70
maximize,32,100,115.08,17.12,50.10
