test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,48.74,10.86,40.50
CPUStress,32,10,61.69,10.90,38.20
CPUStress,32,20,73.33,11.09,38.80
CPUStress,32,30,82.76,11.07,39.90
CPUStress,32,40,89.19,11.06,41.20
CPUStress,32,50,98.42,11.13,42.40
CPUStress,32,60,103.86,11.01,44.00
CPUStress,32,70,106.06,10.85,44.60
CPUStress,32,80,109.87,10.77,46.40
CPUStress,32,90,113.72,11.07,47.50
CPUStress,32,100,116.64,11.16,48.90
ipsec,32,100,125.16,10.88,49.30
VMStress,32,100,107.00,32.52,47.10
maximize,32,100,114.84,17.57,49.30
