test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,50.42,10.49,40.70
CPUStress,32,10,62.95,10.56,40.50
CPUStress,32,20,73.26,10.56,39.60
CPUStress,32,30,81.50,10.55,40.20
CPUStress,32,40,88.83,10.57,41.70
CPUStress,32,50,96.61,10.75,41.50
CPUStress,32,60,101.99,10.68,43.50
CPUStress,32,70,107.25,10.81,44.60
CPUStress,32,80,110.16,10.79,46.10
CPUStress,32,90,115.52,10.93,47.30
CPUStress,32,100,113.13,10.77,49.10
ipsec,32,100,120.08,10.42,49.30
VMStress,32,100,103.23,30.80,47.50
maximize,32,100,115.31,17.75,50.00
