test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,48.46,10.86,34.80
CPUStress,32,10,62.44,10.96,36.00
CPUStress,32,20,72.55,10.94,36.80
CPUStress,32,30,81.92,11.00,38.90
CPUStress,32,40,90.36,11.18,40.00
CPUStress,32,50,96.00,10.99,42.20
CPUStress,32,60,105.29,11.06,44.00
CPUStress,32,70,107.18,10.89,45.50
CPUStress,32,80,110.48,10.94,46.70
CPUStress,32,90,116.79,11.20,47.50
CPUStress,32,100,116.77,11.15,48.90
ipsec,32,100,123.88,10.72,49.70
VMStress,32,100,108.34,32.43,47.40
maximize,32,100,115.66,17.73,49.40
