start_ms,end_ms,duration_ms,start_time,end_time
1763533519000,1763533529000,10000,2025-11-19 06:25:19,2025-11-19 06:25:29
1763533571000,1763533573000,2000,2025-11-19 06:26:11,2025-11-19 06:26:13
1763533607000,1763533608000,1000,2025-11-19 06:26:47,2025-11-19 06:26:48
1763533617000,1763533624000,7000,2025-11-19 06:26:57,2025-11-19 06:27:04
1763533661000,1763533725000,64000,2025-11-19 06:27:41,2025-11-19 06:28:45
1763533756000,1763533766000,10000,2025-11-19 06:29:16,2025-11-19 06:29:26
1763533774000,1763533786000,12000,2025-11-19 06:29:34,2025-11-19 06:29:46
1763533821000,1763533848000,27000,2025-11-19 06:30:21,2025-11-19 06:30:48
1763533879000,1763533888000,9000,2025-11-19 06:31:19,2025-11-19 06:31:28
1763533891000,1763533899000,8000,2025-11-19 06:31:31,2025-11-19 06:31:39
1763553062000,1763553079000,17000,2025-11-19 11:51:02,2025-11-19 11:51:19
