task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa);2e7f82caf8b64301a8a677a86b106a6f;2;4063383142;2;838278323;45
NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);8d237969d51ad0529969a70e403cfd29;1;3147288982;3;1094;30
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP1);a63057f14bf2d63aaee147d02cc4a855;2;2955089346;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP2);f98457a8612d74488540f06f9a944401;2;2653863189;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP3);d8ef6952923ec748c297e155c8bc1b21;2;2495514534;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_100000_REP1);07030e0050d6dac298c73023fd4b4fb1;2;2565593786;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_100000_REP2);255d7322cd8f15a0825f9dd299b68236;2;1717281057;2;1540;0
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_100000_REP3);73a81d633e013731ee82fe24ad104584;2;2160453884;2;1540;0
NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa);a886203a6dea996a3f35af570a3f76e0;2;3985567244;3;4709423999;6
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP2);5f256b1950e79be89b0b1f7840d4280b;2;2653863189;9;2468624847;3
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP2);9bdf9be48f244b9d96b8c9e2b8820fc2;2;2653863189;5;1903568;1
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP1);29c3fa10755822d236a083932d578899;2;2955089346;5;1902816;1
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP1);2356a79ae2dbd6dbbd3938410c90efa9;2;2955089346;9;2751533062;4
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP3);8ee41b2e49446700b0aae8c6d4b1aa50;2;2495514534;5;1906697;1
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP3);fa543b3465ee08897df214671da755f3;2;2495514534;9;2323740054;4
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP1);6fda84baa27e724b99fdc21ef055fac3;2;2565593786;5;1910955;1
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_100000_REP1);9ccad7c9264b0b14a6d10e9d459890a5;2;2565593786;9;2387293340;3
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP2);7cbb15f529ccb4ef283ce13fe87fa0f9;2;1717281057;5;1902527;1
