test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,64,0,63.94,0.40,25.90
CPUStress,64,10,213.71,0.93,37.10
CPUStress,64,20,235.51,0.96,42.40
CPUStress,64,30,256.01,0.98,48.40
CPUStress,64,40,280.60,1.06,51.50
CPUStress,64,50,287.40,1.08,55.00
CPUStress,64,60,289.59,1.07,57.00
CPUStress,64,70,298.15,1.08,60.00
CPUStress,64,80,307.14,1.08,62.00
CPUStress,64,90,318.86,1.01,64.70
CPUStress,64,100,314.50,0.95,67.20
ipsec,64,100,283.81,0.96,65.70
VMStress,64,100,318.97,3.39,67.30
maximize,64,100,346.42,4.96,71.10
