test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,47.03,11.11,42.00
CPUStress,32,10,55.57,11.09,41.10
CPUStress,32,20,63.34,11.12,41.70
CPUStress,32,30,70.00,11.21,41.90
CPUStress,32,40,76.23,11.04,42.70
CPUStress,32,50,82.05,11.20,43.40
CPUStress,32,60,86.48,11.23,44.80
CPUStress,32,70,89.64,11.34,45.70
CPUStress,32,80,93.50,11.35,46.60
CPUStress,32,90,94.71,11.17,47.50
CPUStress,32,100,96.84,11.25,48.60
ipsec,32,100,104.41,11.19,49.10
VMStress,32,100,91.70,32.80,46.90
maximize,32,100,104.76,18.40,49.20
