test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,47.34,10.85,42.00
CPUStress,32,10,62.01,10.89,42.90
CPUStress,32,20,71.72,11.17,41.70
CPUStress,32,30,80.19,11.04,43.10
CPUStress,32,40,87.60,11.15,43.40
CPUStress,32,50,92.88,11.20,45.00
CPUStress,32,60,99.70,11.33,46.80
CPUStress,32,70,103.29,11.44,47.60
CPUStress,32,80,106.07,11.34,49.30
CPUStress,32,90,109.56,11.47,49.90
CPUStress,32,100,112.39,11.46,50.80
ipsec,32,100,121.23,10.90,52.50
VMStress,32,100,103.30,33.56,49.00
maximize,32,100,110.97,17.25,51.10
