test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,47.24,11.07,41.60
CPUStress,32,10,55.33,11.05,40.50
CPUStress,32,20,63.94,11.19,41.30
CPUStress,32,30,69.92,11.15,42.20
CPUStress,32,40,77.14,11.32,42.90
CPUStress,32,50,82.50,11.52,44.00
CPUStress,32,60,86.70,11.34,44.90
CPUStress,32,70,91.17,11.53,45.60
CPUStress,32,80,93.97,11.45,46.90
CPUStress,32,90,95.74,11.51,47.50
CPUStress,32,100,95.35,11.15,48.60
ipsec,32,100,103.85,10.91,49.00
VMStress,32,100,91.17,32.55,47.60
maximize,32,100,96.67,17.22,48.70
