test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,47.43,10.76,42.60
CPUStress,32,10,60.91,10.97,41.80
CPUStress,32,20,71.80,11.16,41.70
CPUStress,32,30,80.76,11.10,42.10
CPUStress,32,40,87.57,11.14,43.50
CPUStress,32,50,93.73,11.20,45.30
CPUStress,32,60,99.69,11.31,45.80
CPUStress,32,70,102.49,11.15,47.30
CPUStress,32,80,107.02,11.32,48.30
CPUStress,32,90,111.28,11.43,49.70
CPUStress,32,100,112.15,11.26,50.40
ipsec,32,100,121.09,10.74,51.60
VMStress,32,100,104.16,32.91,49.50
maximize,32,100,111.26,18.74,51.80
