test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,49.77,10.78,34.90
CPUStress,32,10,61.92,10.83,37.10
CPUStress,32,20,71.35,10.92,38.70
CPUStress,32,30,80.06,11.21,39.10
CPUStress,32,40,87.33,11.10,41.40
CPUStress,32,50,92.76,11.07,43.10
CPUStress,32,60,100.53,11.35,44.60
CPUStress,32,70,104.91,11.37,46.30
CPUStress,32,80,107.54,11.32,47.60
CPUStress,32,90,110.76,11.28,48.90
CPUStress,32,100,112.24,11.20,50.20
ipsec,32,100,120.35,10.62,51.40
VMStress,32,100,104.70,33.50,48.70
maximize,32,100,111.02,17.56,50.90
