test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,46.90,10.50,32.50
CPUStress,32,10,60.26,10.66,33.10
CPUStress,32,20,70.56,10.70,35.70
CPUStress,32,30,80.50,10.94,39.10
CPUStress,32,40,87.39,10.94,41.00
CPUStress,32,50,94.40,10.98,42.00
CPUStress,32,60,98.69,10.93,43.60
CPUStress,32,70,103.57,11.05,45.10
CPUStress,32,80,107.58,11.14,46.80
CPUStress,32,90,109.11,10.88,48.40
CPUStress,32,100,112.06,10.93,49.20
ipsec,32,100,120.71,10.45,49.90
VMStress,32,100,103.17,32.15,47.60
maximize,32,100,110.38,17.47,49.90
