test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,47.75,10.45,41.30
CPUStress,32,10,60.31,10.55,40.30
CPUStress,32,20,71.66,10.68,40.90
CPUStress,32,30,80.11,10.81,40.80
CPUStress,32,40,88.33,11.00,42.00
CPUStress,32,50,93.37,10.82,43.70
CPUStress,32,60,99.39,10.92,45.30
CPUStress,32,70,106.83,11.35,46.70
CPUStress,32,80,106.72,11.14,48.30
CPUStress,32,90,108.81,11.08,49.20
CPUStress,32,100,112.01,11.14,50.30
ipsec,32,100,120.93,10.81,51.30
VMStress,32,100,104.00,32.71,48.20
maximize,32,100,111.05,17.91,50.10
