test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,46.41,9.59,27.70
CPUStress,32,10,59.21,9.95,29.70
CPUStress,32,20,69.83,10.05,31.80
CPUStress,32,30,78.20,10.04,33.40
CPUStress,32,40,86.16,10.10,36.00
CPUStress,32,50,91.08,10.06,37.10
CPUStress,32,60,98.92,10.31,38.60
CPUStress,32,70,102.53,10.36,40.60
CPUStress,32,80,105.31,10.12,41.80
CPUStress,32,90,108.81,10.27,42.40
CPUStress,32,100,110.16,10.11,43.50
ipsec,32,100,119.41,9.60,45.00
VMStress,32,100,102.41,31.11,42.50
maximize,32,100,109.15,16.63,44.90
