test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,46.20,9.64,29.60
CPUStress,32,10,54.98,10.01,31.20
CPUStress,32,20,62.84,10.04,32.20
CPUStress,32,30,70.52,10.13,34.20
CPUStress,32,40,76.76,10.16,36.00
CPUStress,32,50,80.97,10.07,37.10
CPUStress,32,60,87.04,10.29,38.10
CPUStress,32,70,90.03,10.09,39.50
CPUStress,32,80,94.70,10.15,40.40
CPUStress,32,90,95.16,9.97,41.30
CPUStress,32,100,97.07,10.09,42.40
ipsec,32,100,104.55,9.51,43.40
VMStress,32,100,91.21,31.97,41.10
maximize,32,100,96.98,15.49,43.70
