test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,46.52,9.81,37.90
CPUStress,32,10,60.75,10.03,37.90
CPUStress,32,20,71.20,10.13,37.70
CPUStress,32,30,78.77,10.14,37.70
CPUStress,32,40,86.09,10.17,39.00
CPUStress,32,50,93.05,10.37,40.40
CPUStress,32,60,98.72,10.38,41.90
CPUStress,32,70,101.39,10.29,43.10
CPUStress,32,80,106.78,10.49,43.80
CPUStress,32,90,110.71,10.55,44.90
CPUStress,32,100,110.84,10.34,46.00
ipsec,32,100,119.42,9.91,47.40
VMStress,32,100,102.15,32.59,44.20
maximize,32,100,109.69,16.55,46.50
