test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,48.58,9.96,37.60
CPUStress,32,10,61.13,10.00,37.20
CPUStress,32,20,70.47,10.17,37.20
CPUStress,32,30,78.10,10.05,37.90
CPUStress,32,40,86.52,10.23,38.40
CPUStress,32,50,92.21,10.11,40.20
CPUStress,32,60,98.18,10.32,41.70
CPUStress,32,70,102.31,10.34,42.80
CPUStress,32,80,106.69,10.41,43.20
CPUStress,32,90,109.22,10.34,44.50
CPUStress,32,100,110.42,10.25,45.60
ipsec,32,100,118.67,9.83,46.70
VMStress,32,100,102.16,32.51,43.70
maximize,32,100,109.49,17.02,46.40
