test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,46.39,9.53,37.30
CPUStress,32,10,55.15,9.75,35.60
CPUStress,32,20,63.42,10.04,36.00
CPUStress,32,30,69.64,10.07,36.70
CPUStress,32,40,77.30,10.32,37.80
CPUStress,32,50,82.91,10.16,38.40
CPUStress,32,60,87.07,10.13,39.90
CPUStress,32,70,91.57,10.34,39.80
CPUStress,32,80,93.69,10.20,41.60
CPUStress,32,90,94.68,10.06,42.20
CPUStress,32,100,97.09,10.12,43.00
ipsec,32,100,104.30,9.62,44.00
VMStress,32,100,90.55,31.71,41.60
maximize,32,100,94.73,15.64,43.20
