test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,32,0,48.07,9.81,28.80
CPUStress,32,10,60.69,9.93,31.60
CPUStress,32,20,70.40,10.14,32.90
CPUStress,32,30,79.02,10.18,34.50
CPUStress,32,40,85.03,10.14,37.20
CPUStress,32,50,93.17,10.27,38.40
CPUStress,32,60,97.28,10.05,39.40
CPUStress,32,70,102.76,10.11,40.60
CPUStress,32,80,105.06,10.02,42.10
CPUStress,32,90,108.58,10.06,43.40
CPUStress,32,100,110.46,10.09,44.70
ipsec,32,100,119.47,9.47,45.80
VMStress,32,100,102.23,32.03,43.30
maximize,32,100,109.56,16.83,45.20
