timestamp,energy_1,energy_2
1772212069006,37839065793,46130667025
1772212070006,37864487376,46155615640
1772212071005,37891212526,46180949886
1772212072005,37915934285,46206120978
1772212073005,37940562726,46231302293
1772212074005,37967998838,46258469895
1772212075005,37994023661,46283936366
1772212076005,38019302673,46308932632
1772212077005,38044468379,46339231984
1772212078006,38069306648,46365249025
1772212079005,38094169391,46390419644
1772212080005,38118951786,46415572244
1772212081005,38145847002,46440926127
1772212082005,38170640489,46466107060
1772212083005,38195319220,46491194905
1772212084005,38222291123,46518135970
1772212085006,38247235954,46544227761
1772212086005,38272665181,46569315071
1772212087006,38297805467,46594898465
1772212088005,38322665418,46619908661
1772212089005,38347454755,46644973024
1772212090005,38372275950,46669993062
1772212091005,38399169610,46695255366
1772212092005,38423999930,46720290357
1772212093005,38448987422,46751521698
1772212094005,38478238656,46780434524
1772212095005,38504354127,46806765987
1772212096005,38530523718,46831984364
1772212097005,38556183737,46857340566
1772212098005,38583240169,46883115310
1772212099005,38608672401,46913950004
1772212100005,38634476060,46938958278
1772212101005,38661623688,46964199069
1772212102005,38686815684,46989485954
1772212103005,38711760637,47014513331
1772212104005,38738538961,47041875868
1772212105005,38763985842,47067416769
1772212106005,38789307484,47092536182
1772212107005,38814239499,47117785700
1772212108005,38839405556,47145215266
1772212109005,38864461618,47174007372
1772212110005,38889376437,47198936090
1772212111005,38915587361,47225586796
1772212112006,38942083702,47253537087
1772212113005,38971457061,47280266204
1772212114005,38998468512,47307861793
1772212115005,39025128556,47335065510
1772212116006,39054503532,47360925851
1772212117005,39080974026,47386730288
1772212118005,39106481847,47412520122
1772212119005,39131769510,47437849242
1772212120005,39157205924,47463096868
1772212121006,39186101524,47494648688
1772212122005,39212764544,47528181911
1772212123005,39238041923,47558809508
1772212124006,39265345504,47590478479
1772212125005,39291390315,47618216287
1772212126005,39337896683,47669542918
1772212127005,39392506316,47722035717
1772212128005,39448975122,47778817357
1772212129005,39487468981,47823682453
1772212130005,39512701364,47848592389
1772212131005,39540905838,47875108642
1772212132005,39566137276,47900062735
1772212133005,39591017977,47924993284
1772212134006,39617494254,47952583105
1772212135005,39663104581,48001014393
1772212136005,39717422924,48059311671
1772212137006,39754074013,48097814150
1772212138005,39801303382,48146644084
1772212139006,39828968196,48172793900
1772212140005,39855826716,48204057283
1772212155219,39894403167,48608717935
1772212156005,40319078165,48646772349
1772212157006,40345561079,48672164117
1772212158005,40373053066,48698656033
1772212159005,40399085731,48729483922
1772212160005,40425353675,48754397337
1772212161005,40452739268,48779444992
1772212162005,40478944379,48804381553
1772212163005,40506162393,48830708790
1772212164006,40533972829,48857485115
1772212165005,40559740433,48883253344
1772212166005,40585544457,48908146649
1772212167005,40618242137,48933259837
1772212168005,40647715085,48959803524
1772212169005,40674658837,48985140897
1772212170005,40700253598,49010066000
1772212171005,40727303514,49041238430
1772212185677,40753486868,49421732028
1772212186005,41135780040,49430047256
1772212187006,41161938859,49460891349
1772212188005,41193039210,49486552467
1772212189005,41222116838,49517692031
1772212190005,41249535647,49543992444
1772212191005,41276746947,49569267611
1772212192006,41303515064,49594362276
1772212193006,41331413935,49619623283
1772212194005,41360069893,49646775962
1772212195005,41388009733,49673377110
1772212196005,41413693723,49698190418
1772212197005,41439778036,49723162332
1772212198005,41465799075,49748543771
1772212199005,41491545425,49773486756
1772212200005,41517860165,49799192107
1772212201005,41545308101,49825007010
1772212202005,41570963086,49853214093
1772212203005,41597333747,49881042976
1772212204005,41625560085,49908257572
1772212205006,41652426860,49933687333
