task;hash;inputs;inputSize;outputs;outputSize;usedBy
NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chip_seq_data.csv);c0a2ff562b3585c0310d16c9e832a8d1;1;8471;2;8975;0
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);e32bb3346b785c93eb526b4faf1b7d6a;1;3147288982;3;1098;106
NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf);f7fb5ab7cdc139205e2ac1071f9d5f0b;1;916094160;2;25691847;105
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Control_REP1_T1);737d1ecc4d58eed13f3bb88fe710272a;1;815628764;3;880301;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_LAPC4_Control_REP1_T1);71a41b4c002a5decf4697268ce6f116b;1;815628764;5;710067559;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Control_REP2_T1);58df19ac767469b617c9fce521135361;1;750233622;3;878398;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_LAPC4_Control_REP2_T1);74dd996038656bcf021fe35ef05b7f8b;1;750233622;5;653369607;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_LAPC4_Control_REP3_T1);6d5a76feecdc9673b85e9aa61b0d0e84;1;1220830084;5;1062880753;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Control_REP3_T1);321b1eaccd919a6b5386b92d4d76a7bc;1;1220830084;3;877570;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Daro_REP1_T1);0c03d8f7f23786b328211ddbf9fcf913;1;786949632;3;878327;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_LAPC4_Daro_REP1_T1);5bef1418235d4409df7eb7d18d3faa35;1;786949632;5;685068809;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Daro_REP2_T1);c9fcf22d706b57927bf93958ed46f6a4;1;921374295;3;881865;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_LAPC4_Daro_REP2_T1);7511182c43705eb670f405cc080f0915;1;921374295;5;802545691;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_Daro_REP3_T1);269e379bb82c615a1d4d2419598549df;1;1021860627;3;884039;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_LAPC4_Daro_REP3_T1);b6393e87eceae82ca24a8447252b8bdd;1;1021860627;5;889666055;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_LAPC4_R1881_REP1_T1);dc432b359a278526c58d9707c9defd3d;1;801271333;5;697649401;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_R1881_REP1_T1);685bc85bc747d5d2a1769cabd0841982;1;801271333;3;876827;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_R1881_REP2_T1);9f5ea148f311e93af4bd2b1ec11986cf;1;865379492;3;882909;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_LAPC4_R1881_REP2_T1);d95b18da71284fcb25821d067fef81f4;1;865379492;5;754011876;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_R1881_REP3_T1);f74ba160081c2fb321f9381ed314d2d2;1;986179022;3;880173;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_LAPC4_R1881_REP3_T1);abd0ae54dc5004eee259386540dd9a09;1;986179022;5;862537696;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_Control_REP1_T1);4c6232e498babe1683edb27347d6643f;1;806457129;3;880566;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_VCAP_Control_REP1_T1);6b2d88498d8855736a5aa386223caffa;1;806457129;5;706475730;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_VCAP_Control_REP2_T1);8978dd35a2cdcf59f0f6959492fb4447;1;934900803;5;815422962;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_Control_REP2_T1);a7107d23a6a004aa8721c5e0008e03f0;1;934900803;3;891887;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_VCAP_Control_REP3_T1);cd0ea93f5a5835cfb52e2b5ba732dd8e;1;852648041;5;742361483;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_Control_REP3_T1);00871019549b5151fd8591dd8920998e;1;852648041;3;888236;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_VCAP_Daro_REP1_T1);6fa307437cd5aeaf64b7840ffb45c33d;1;877339448;5;765142728;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_Daro_REP1_T1);d352d103de9f383ea84287123d2d47a9;1;877339448;3;882745;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_VCAP_Daro_REP2_T1);71e8f21d08db4e38d64fa4494ba3cc9e;1;886839956;5;772157570;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_Daro_REP2_T1);d727c30bc235a32b55650db2fb692564;1;886839956;3;886797;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_VCAP_Daro_REP3_T1);6c14bc588f8c99d0649635e7d112dcdf;1;783538811;5;685037541;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_Daro_REP3_T1);ef17b0b1fc29be220dc6cbb37d39df62;1;783538811;3;883600;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_R1881_REP1_T1);6ec58d17cfb8dfc594fbe9f4f5ec5083;1;741926354;3;879656;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_VCAP_R1881_REP1_T1);15c128559945baad1d55a6b3ae4f0ad8;1;741926354;5;647621949;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_VCAP_R1881_REP2_T1);1f56cef9a0df272e679b98f3875f801d;1;811942830;5;707159110;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_R1881_REP2_T1);cecce35bcbcb31ca06d18c832a716f39;1;811942830;3;882216;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (AR_VCAP_R1881_REP3_T1);f115c2b4f720b919f36aeb67fe154e6d;1;844219175;5;738006795;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_R1881_REP3_T1);6f3848fd69950871d6e2ef228d238333;1;844219175;3;890297;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_Control_REP1_T1);d5959ec1e5566a0f5e0b0e4e6a877dc3;1;710177362;3;876672;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_Control_REP2_T1);75ae3307fdb1a720851de27fea598d1b;1;957044413;3;872725;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (BRD4_VCaP_Control_REP1_T1);f9b83c76b41520628c3e4f01f676d763;1;710177362;5;617626655;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_Control_REP3_T1);93f37135c8e6ba0fce1ffef94384c1ba;1;720928166;3;879224;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (BRD4_VCaP_Control_REP2_T1);bbaae3f62db8221eb95daa7203b30609;1;957044413;5;834067454;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_Daro_REP1_T1);663c8ac99473f98c4abecf8036400fbe;1;955098390;3;883056;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (BRD4_VCaP_Control_REP3_T1);ec00a2d8811e0a862d22e8701c85a72d;1;720928166;5;626949095;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (BRD4_VCaP_Daro_REP1_T1);5358f99358549dc91b70c545c3ef866e;1;955098390;5;831575022;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_Daro_REP2_T1);8c970a125e49b624bc8f2ed4d63fddac;1;649965129;3;884808;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (BRD4_VCaP_Daro_REP2_T1);b128b451519d2e3dd1a86eb25140fbfb;1;649965129;5;565391906;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (BRD4_VCaP_Daro_REP3_T1);ab6ab0eab7c284b609a0501d1493936a;1;759609444;5;662320625;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_Daro_REP3_T1);e91339d4854904ae56bcd094dd18e5b0;1;759609444;3;882668;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_R1881_REP1_T1);c13ec0e7b5feb78079f988ada89d0a91;1;881073940;3;882942;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (BRD4_VCaP_R1881_REP1_T1);d34c1bd0bc10e7003a8491f3f8112ec4;1;881073940;5;768081151;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (BRD4_VCaP_R1881_REP2_T1);e3f1bfa4cb9c5747211fd2020d48ab65;1;711646435;5;618908554;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (BRD4_VCaP_R1881_REP3_T1);db83e776782c75b745edbdf2e2f569d2;1;730644980;5;636694175;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_R1881_REP2_T1);2f7e7be2be09677ba663fb3da3e2bc65;1;711646435;3;884844;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_R1881_REP3_T1);aabb1899599fed913c9e4846aed87512;1;730644980;3;880629;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (FOXA1_VCaP_Control_REP1_T1);a60890de2cc382ec9c2f7e3ba1f74fd6;1;589982931;5;515824363;2
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Control_REP1_T1);99dc79fc4060f641bc347ed5c6cf45d8;1;589982931;3;864374;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Control_REP2_T1);83505479585bd5087cdc97f6731e2a02;1;612828200;3;865882;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Control_REP3_T1);e8fa7265c92dd655dbdb807b851aebee;1;752190712;3;871540;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (FOXA1_VCaP_Control_REP2_T1);55b853b10b0c6d081ed84610ae5c2d85;1;612828200;5;535680286;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Daro_REP1_T1);9edd90c5a5147d72a481b3ef13b0b395;1;574597316;3;868685;1
NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Daro_REP2_T1);b2f60e8dd8b3f49ae73267e405dd0403;1;568440948;3;868539;1
