name;hash;path;type;size
NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);dd1f52a1c2c837f455622156b44aa666;/workspace/work/dd/1f52a1c2c837f455622156b44aa666/genome.fa.sizes;f;302
NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);dd1f52a1c2c837f455622156b44aa666;/workspace/work/dd/1f52a1c2c837f455622156b44aa666/genome.fa.fai;f;714
NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);dd1f52a1c2c837f455622156b44aa666;/workspace/work/dd/1f52a1c2c837f455622156b44aa666/versions.yml;f;78
NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa);64be0b18ea7621e82a9ba90fd982fcaa;/workspace/work/64/be0b18ea7621e82a9ba90fd982fcaa/genes.filtered.gtf;f;838278262
NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa);64be0b18ea7621e82a9ba90fd982fcaa;/workspace/work/64/be0b18ea7621e82a9ba90fd982fcaa/versions.yml;f;61
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP2);099f81285ca71e077bd561ca5465d170;/workspace/work/09/9f81285ca71e077bd561ca5465d170/TREATMENT_mIFNa11_10000_REP2.fq_lint.txt;f;1443
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP2);099f81285ca71e077bd561ca5465d170;/workspace/work/09/9f81285ca71e077bd561ca5465d170/versions.yml;f;97
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP1);7c16faa82fde47edc9a73367ec262f52;/workspace/work/7c/16faa82fde47edc9a73367ec262f52/TREATMENT_mIFNa11_10000_REP1.fq_lint.txt;f;1443
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP1);7c16faa82fde47edc9a73367ec262f52;/workspace/work/7c/16faa82fde47edc9a73367ec262f52/versions.yml;f;97
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP3);84aa60e70aad572094579a6eebff84ba;/workspace/work/84/aa60e70aad572094579a6eebff84ba/TREATMENT_mIFNa11_10000_REP3.fq_lint.txt;f;1443
