name;hash;path;type;size
NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa);dd1f52a1c2c837f455622156b44aa666;/workspace/rnaseq/ref/genome.fa;f;3147288982
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP2);099f81285ca71e077bd561ca5465d170;/workspace/rnaseq/SRR16578811_1.fastq.gz;f;1285654101
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP2);099f81285ca71e077bd561ca5465d170;/workspace/rnaseq/SRR16578811_2.fastq.gz;f;1368209088
NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa);64be0b18ea7621e82a9ba90fd982fcaa;/workspace/rnaseq/ref/genes.gtf;f;916094160
NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa);64be0b18ea7621e82a9ba90fd982fcaa;/workspace/rnaseq/ref/genome.fa;f;3147288982
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP1);7c16faa82fde47edc9a73367ec262f52;/workspace/rnaseq/SRR16578812_1.fastq.gz;f;1429185280
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP1);7c16faa82fde47edc9a73367ec262f52;/workspace/rnaseq/SRR16578812_2.fastq.gz;f;1525904066
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP3);84aa60e70aad572094579a6eebff84ba;/workspace/rnaseq/SRR16578810_2.fastq.gz;f;1288576582
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP3);84aa60e70aad572094579a6eebff84ba;/workspace/rnaseq/SRR16578810_1.fastq.gz;f;1206937952
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_100000_REP1);47abcd3fe2b66c394499e7ad502c2807;/workspace/rnaseq/SRR16578809_1.fastq.gz;f;1244627423
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_100000_REP1);47abcd3fe2b66c394499e7ad502c2807;/workspace/rnaseq/SRR16578809_2.fastq.gz;f;1320966363
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_100000_REP2);841fb2f93baf4f8d49d21fcad29503c0;/workspace/rnaseq/SRR16578808_1.fastq.gz;f;830376123
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_100000_REP2);841fb2f93baf4f8d49d21fcad29503c0;/workspace/rnaseq/SRR16578808_2.fastq.gz;f;886904934
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_100000_REP3);d91140d6d0a337f18e90cd3236de4ec9;/workspace/rnaseq/SRR16578807_2.fastq.gz;f;1113459518
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_100000_REP3);d91140d6d0a337f18e90cd3236de4ec9;/workspace/rnaseq/SRR16578807_1.fastq.gz;f;1046994366
NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa);15ecae739213d8854866d75a2df68f6d;/workspace/work/64/be0b18ea7621e82a9ba90fd982fcaa/genes.filtered.gtf;f;838278262
NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa);15ecae739213d8854866d75a2df68f6d;/workspace/rnaseq/ref/genome.fa;f;3147288982
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP2);0182cefe4480c80c7c4a564479ed3ad8;/workspace/rnaseq/SRR16578811_1.fastq.gz;f;1285654101
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP2);0182cefe4480c80c7c4a564479ed3ad8;/workspace/rnaseq/SRR16578811_2.fastq.gz;f;1368209088
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP2);bb0cb91aad1f919fe6b07ea8d6e7af42;/workspace/rnaseq/SRR16578811_1.fastq.gz;f;1285654101
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP2);bb0cb91aad1f919fe6b07ea8d6e7af42;/workspace/rnaseq/SRR16578811_2.fastq.gz;f;1368209088
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP1);8862cef5e760428b841d8c28c6f189b6;/workspace/rnaseq/SRR16578812_1.fastq.gz;f;1429185280
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP1);8862cef5e760428b841d8c28c6f189b6;/workspace/rnaseq/SRR16578812_2.fastq.gz;f;1525904066
NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (TREATMENT_mIFNa11_10000_REP1);5f4f722cd275ee9440548a88d8c1f224;/workspace/rnaseq/SRR16578812_1.fastq.gz;f;1429185280
