task_id,hostname,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,cpu_model
1,gpgnode-17,nf-dd1f52a1c2c837f455622156b44aa666-30ac3,NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.21--h50ea8bc_0,1,14400000,-,6442450944,1,1763653451662,1763653452000,1763653473000,21338,20000,-,54.5,0.0,6455296,10977280,6455296,10977280,3147430206,5940,48278,20,0,12288,222,1236,/workspace/work/dd/1f52a1c2c837f455622156b44aa666,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
2,gpgnode-14,nf-64be0b18ea7621e82a9ba90fd982fcaa-d95ce,NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER,genome.fa,NFCORE_RNASEQ:PREPARE_GENOME:GTF_FILTER (genome.fa),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,6442450944,1,1763653451792,1763653452000,1763653485000,33208,32000,-,74.8,0.0,20451328,33304576,20451328,33308672,4064514518,838278835,496344,220,5660672,838287360,261,3097,/workspace/work/64/be0b18ea7621e82a9ba90fd982fcaa,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
4,gpgnode-15,nf-099f81285ca71e077bd561ca5465d170-3195e,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,TREATMENT_mIFNa11_10000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP2),COMPLETED,0,-,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,2,14400000,-,12884901888,1,1763653451739,1763653455000,1763653574000,122261,119000,-,94.8,0.1,80125952,83746816,80125952,83746816,3939618518,1916,481116,29,0,12288,21,11249,/workspace/work/09/9f81285ca71e077bd561ca5465d170,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
3,gpgnode-16,nf-7c16faa82fde47edc9a73367ec262f52-23d05,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,TREATMENT_mIFNa11_10000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP1),COMPLETED,0,-,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,2,14400000,-,12884901888,1,1763653451867,1763653453000,1763653583000,131133,130000,-,96.2,0.1,79847424,83881984,79847424,83881984,4384375812,1914,535408,29,401408,16384,25,12577,/workspace/work/7c/16faa82fde47edc9a73367ec262f52,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
5,gpgnode-17,nf-84aa60e70aad572094579a6eebff84ba-56d47,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,TREATMENT_mIFNa11_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,2,14400000,-,12884901888,1,1763653476108,1763653477000,1763653588000,111892,111000,-,95.9,0.1,80035840,83746816,80035840,83746816,3702553664,1913,452177,29,401408,12288,22,10283,/workspace/work/84/aa60e70aad572094579a6eebff84ba,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
6,gpgnode-14,nf-47abcd3fe2b66c394499e7ad502c2807-6b6f6,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,TREATMENT_mIFNa11_100000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_100000_REP1),COMPLETED,0,-,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,2,14400000,-,12884901888,1,1763653491547,1763653493000,1763653617000,125453,120000,-,92.2,0.1,80113664,83746816,80113664,83746816,3810322386,1913,465333,29,413696,12288,1107,27226,/workspace/work/47/abcd3fe2b66c394499e7ad502c2807,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
7,gpgnode-14,nf-841fb2f93baf4f8d49d21fcad29503c0-f53df,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,TREATMENT_mIFNa11_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,2,14400000,-,12884901888,1,1763653576395,1763653577000,1763653651000,74605,74000,-,98.8,0.1,79970304,83746816,79970304,83746816,2547758355,1912,311211,29,0,12288,15,7063,/workspace/work/84/1fb2f93baf4f8d49d21fcad29503c0,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
9,gpgnode-17,nf-15ecae739213d8854866d75a2df68f6d-9712e,NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA,rsem/genome.fa,NFCORE_RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa),COMPLETED,0,-,community.wave.seqera.io/library/rsem_star:5acb4e8c03239c32,12,57600000,-,64424509440,1,1763653591066,1763653592000,1763653676000,84934,84022,-,83.1,1.7,1192083456,1519992832,1192083456,1519992832,4568188710,1562136135,522514,3206516,5705728,1562152960,63,5610,/workspace/work/15/ecae739213d8854866d75a2df68f6d,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
8,gpgnode-15,nf-d91140d6d0a337f18e90cd3236de4ec9-7bd63,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT,TREATMENT_mIFNa11_100000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT (TREATMENT_mIFNa11_100000_REP3),COMPLETED,0,-,quay.io/biocontainers/fq:0.12.0--h9ee0642_0,2,14400000,-,12884901888,1,1763653586571,1763653587000,1763653699000,112429,98000,-,94.9,0.1,80171008,83746816,80171008,83746816,3207549478,1915,391751,29,0,12288,13,11253,/workspace/work/d9/1140d6d0a337f18e90cd3236de4ec9,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
10,gpgnode-16,nf-0182cefe4480c80c7c4a564479ed3ad8-b8a52,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_10000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.12.1--hdfd78af_0,6,28800000,-,38654705664,1,1763653621199,1763653623000,1763653823000,201801,200000,-,192.2,9.8,6617853952,43220905984,6617853952,43274440704,2666211446,3722404,5193629,12812,23302144,4612096,88,0,/workspace/work/01/82cefe4480c80c7c4a564479ed3ad8,-,-,Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz
